questions,lang,keywords
Ce orașe germane au mai mult de 250000 de locuitori?,ro,"oraș, Germania, locuitori, mai mult de 250000"
Was Marc Chagall a jew?,en,"Marc Chagall, jew"
War Marc Chagall ein Jude?,de,"Marc Chagall, Jude"
¿Fué Marc Chagall judío?,es,"Marc Chagall, judío"
Marc Chagall era ebreo?,it,"Marc Chagall, ebreo"
Etait Marc Chagall juif?,fr,"Marc Chagall, juif"
Was Marc Chagall joods?,nl,"Marc Chagall, joods"
A fost Marc Chagall un evreu?,ro,"Marc Chagall, evreu"
Which presidents were born in 1945?,en,"president, born, 1945"
Welche Präsidenten wurden 1945 geboren?,de,"Präsident, geboren, 1945"
¿Qué presidentes nacieron en 1945?,es,presidentes nacidos 1945
Quali presidenti sono nati nel 1945?,it,"presidente, nato, 1945"
Quels présidents sont nés en 1945?,fr,"présidents, nés, 1945"
Welke presidenten werden geboren in 1945?,nl,"president, geboren, 1945"
Ce președinți au fost născuți în 1945,ro,"președinte, născut, 1945"
How many Aldi stores are there?,en,"own, Aldi"
Wieviele Aldi-Filialen gibt es?,de,"gehören, Aldi"
¿Cuántas tiendas Aldi hay?,es,"pertenece, Aldi"
Quanti negozi Aldi ci sono?,it,"possedere, Aldi"
Combien de magasins Aldi sont là?,fr,"possède, Aldi"
Hoeveel Aldi winkels zijn er?,nl,"eigenaar, Aldi"
Câte magazine Aldi există?,ro,"avea, Aldi"
Was U.S. president Jackson involved in a war?,en,"U.S. president, Jackson, war"
War US-Präsident Jackson in einen Krieg verwickelt?,de,"US-Präsident, Jackson, Krieg"
¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,es,"presidente de los estados unidos, Jackson, guerra"
Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?,it,"presidente degli Stati Uniti, Jackson, guerra"
Le président Jackson a-t-il participé à une guerre?,fr,"président Jackson, guerre, participé"
Was president Jackson van de Verenigde Staten betrokken bij een oorlog?,nl,"president van de Verenigde Staten, Jackson, oorlog, betrokken bij"
A fost președintele american Jackson implicat într-un război?,ro,"președinte american, Jackson, război"
What is the capital of Canada?,en,"capital, Canada"
Was ist die Hauptstadt von Kanada?,de,"Hauptstadt, Kanada"
¿Cuál es la capital de Canadá?,es,"capital, Canadá"
Qual è la capitale del Canada?,it,"capitale, Canada"
Quelle est la capitale du Canada?,fr,"capitale, Canada"
Wat is de hoofdstad van Canada?,nl,"hoofdstad, Canada"
Care este capitala Canadei?,ro,"capitală, Canada"
What is the average temperature on Hawaii?,en,"Hawaii, average temperature"
Was ist die Durchschnittstemperatur auf Hawaii?,de,"Hawaii, Durchschnittstemperatur"
¿Cuál es la temperature media en Hawaii?,es,"temperature media, Hawayii"
Qual è la temperatura media nelle Hawaii?,it,"temperatura media, Hawaii"
Quelle est la température moyenne à Hawaii?,fr,"température moyenne, Hawaii"
Wat is de gemiddelde temperatuur op Hawaii?,nl,"gemiddelde temperatuur, Hawaii"
Care este temperatura medie în Hawaii?,ro,"Hawaii, temperatura medie"
In which U.S. state is Fort Knox located?,en,"Fort Knox, located, U.S. state"
In welchem US-Bundesstaat liegt Fort Knox?,de,"Fort Knox, liegen, US-Bundesstaat"
¿En qué estado american se encuentra Fort Knox?,es,"Fort Knox, se encuentra, estado americano"
In quale stato americano si trova Fort Knox?,it,"Fort Knox, trovarsi, stato americano"
Dans quel état américain se trouve Fort Knox?,fr,"état américain, Fort Knox"
In welke staat van de Verenigde Staten ligt Fort Knox?,nl,"Fort Knox, staat van de Verenigde Staten, ligt"
În ce stat american este situat Fort Knox?,ro,"Fort Knox, situat, stat american"
Which museum exhibits The Scream by Munch?,en,"museum, Scream, Munch"
In welchem Museum ist Der Schrei von Munch ausgestellt?,de,"Museum, Schrei, Munch"
¿En qué museo está expuesto el Grito de Munch?,es,"museo, El Grito, Munch"
In quale museo è esposto l'Urlo di Munch?,it,"museo, l'Urlo, Munch"
Dans quel musée est exposé Le Cri de Munch?,fr,"musée, le Cri, Munch"
In welk museum hangt De Schreeuw van Munch?,nl,"museum, De Schreeuw, Munch"
În ce muzeu este expus “Strigătul” lui Munch?,ro,"muzeu, Strigătul, Munch"
For which label did Elvis record his first album?,en,"Elvis, first, album, label"
Welche Plattenfirma hat Elvis' erstes Album aufgenommen?,de,"Elvis, erstes, Album, Plattenfirma"
¿Qué discográfica grabó el primer album de Elvis?,es,"discográfica, primer album de Elvis"
Quale casa discografica ha inciso il primo album di Elvis?,it,"Elvis, primo, album, casa discografica"
Quel est le label discographe qui a publié le premier disque d'Elvis?,fr,"label discographe, publié, premier disque, Elvis"
Bij welk platenlabel verscheen het eerste album van Elvis Presley?,nl,"platenlabel, eerste album, Elvis Presley"
Ce casă discografică a înregistrat primul album al lui Elvis?,ro,"Elvis, prim, album, casă discografică"
Do Prince Harry and Prince William have the same mother?,en,"Prince Harry, Prince William, same, mother"
Haben Prinz Harry und Prinz William dieselbe Mutter?,de,"Prinz Harry, Prinz William, selbe Mutter"
¿Tienen el príncipe Harry y el prínciple William la misma madre?,es,"príncipe Harry, príncipe William, la misma madre"
Il principe Harry e il principe William hanno la stessa madre?,it,"principe Harry, principe William, stessa madre?"
Ont les princes Harry et William la même mère?,fr,"prince Harry, Prince William, même mère"
Hebben prins Harry en prins William dezelfde moeder?,nl,"prins Harry, prins William, moeder, dezelfde"
Prințul Harry și Prințul William au aceași mamă?,ro,"Prințul Harry, Prințul William, aceași, mamă"
Which budget did the first movie of Zdenek Sverak have?,en,"Zdenek Sverak, movie, first, budget"
Welches Budget hatte der erste Film von Zdenek Sverak?,de,"Zdenek Sverak, Film, erster, Budget"
¿Cuál fué el presupuesto de la primera película de Zdenek Sverak?,es,"presupuesto, primera pelicula, Zdenek Sverak"
Che budget ebbe il primo film di Zdenek Sverak?,it,"Zdenek Sverak, film, primo, budget"
Quel était le budget du premier film de Zdenek Sverak?,fr,"budget, premier film, Zdenek Sverak"
Welk budget had de eerste film van Zdenek Sverak,nl,"budget, eerste film, Zdenek Sverak"
Ce buget a avut primul film al lui Zdenek Sverak?,ro,"Zdenek Sverak, film, primul, buget"
In which military conflicts did Lawrence of Arabia participate?,en,"Lawrence of Arabia, military conflict"
An welchen militärischen Auseinandersetzungen war Lawrence von Arabien beteiligt?,de,"Lawrence von Arabien, militärische Auseinandersetzung"
¿En qué conflictos militares participó Lawrence de Arabia?,es,"Lawrence de Arabia, conflicto militar"
A quali conflitti militari ha partecipato Lawrence d'Arabia?,it,"Lawrence d'Arabia, conflitto militare"
Dans quels conflits militaires a participé Lawrence d'Arabie?,fr,"Lawrence d'Arabie, conflits militaires"
Bij welke militaire conflicten was Lawrence of Arabia betrokken?,nl,"militair conflict, Lawrence of Arabia"
În care conflicte militare a participat Lawrence al Arabiei?,ro,"Lawrence al Arabiei, conflict militar"
Who invented the zipper?,en,"invent, zipper"
Wer hat den Reisverschluss erfunden?,de,"erfinden, Reisverschluss"
¿Quién inventó la cremallera?,es,"inventor, cremallera"
Chi ha inventato la cerniera lampo?,it,"inventare, cerniera lampo"
Qui a inventé la fermeture éclair?,fr,"inventé, fermeture éclair"
Wie heeft de ritssluiting uitgevonden?,nl,"ritssluiting, uitvinder"
Cine a inventat fermoarul?,ro,"inventa, fermoar"
Give me the capitals of all countries in Africa.,en,"Africa, country, capital"
Gib mir die Haupstädte von allen Ländern in Afrika.,de,"Afrika, Land, Hauptstadt"
Dame las capitales de todos los países africanos.,es,"países, africanos, capital"
Dammi le capitali di tutti gli stati dell'Africa.,it,"Africa, stato, capitale"
Donnes-moi la capitale de chaque pays d'Afrique.,fr,"capitale, pays, Afrique"
Noem de hoofdsteden van alle landen in Afrika.,nl,"Africa, land, hoof"
Dă-mi capitalele tuturor țărilor din Africa.,ro,"Africa, țară, capitală"
Which states border Illinois?,en,"state, border, Illinois"
Welche Staaten grenzen an Illinois?,de,"Staat, angrenzen, Illinois"
¿Qué estados tienen frontera con Illinois?,es,"estado, frontera, Illinois"
Con quali stati confina l'Illinois?,it,"stati, confine, Illinois"
Quels sont les états voisins de l'Illinois?,fr,"états voisins, Illinois"
Welke staten grenzen aan Illinois?,nl,"staat, grenzen aan, Illinois"
Ce state formează granite cu Illinois?,ro,"stat, granite, Illinois"
Which U.S. states are in the same time zone as Utah?,en,"U.S. state, same, time zone, Utah"
Welche US-Bundesstaaten liegen in derselben Zeitzone wie Utah?,de,"US-Bundesstaat, dieselbe, Zeitzone, Utah"
¿Qué estados americanos se encuentran en la misma zona que Utah?,es,"estado americano, misma zona horaria, Utah"
Quali stati degli Stati Uniti d'America si trovano nello stesso fuso orario dello Utah?,it,"stato degli Stati Uniti d'America, stesso, fuso orario, Utah"
Quels états américains sont dans le même fuseau horaire que l'Utah?,fr,"états américains, même fuseau horaire, Utah"
Welke staten van de Verenigde Staten liggen in dezelfde tijdzone als Utah?,nl,"Utah, zelfde tijdzone, staat van de Verenigde Staten"
Care state americane sunt pe același fus orar ca Utah?,ro,"stat american, același, fus orar, Utah"
Give me all islands that belong to Japan.,en,"islands, Japan"
"Gib mir alle Inseln, die zu Japan gehören.",de,"Inseln, Japan"
Dame todas la islas que pertenezcan a Japón.,es,"islias, Japón"
Dammi tutte le isole che appartengono al Giappone.,it,"isole, Giappone"
Donnes-moi toutes les îles qui appartiennent aux Japon.,fr,"îles, Japon"
Geef alle eilanden die behoren tot Japan.,nl,"eilanden, Japan"
Dă-mi toate insulele care aparțin Japoniei.,ro,"insule, Japonia"
Who designed the Brooklyn Bridge?,en,"Brooklyn Bridge, design"
Wer hat die Brooklyn Bridge entworfen?,de,"Brooklyn Bridge, entwerfen"
¿Quién diseñó la Brooklyn Bridge?,es,"diseñador, Brooklyn Bridge"
Chi ha progettato il ponte di Brooklyn?,it,"ponte di Brooklyn, progettare"
Qui a conçu le pont de Brooklyn?,fr,"pont de Brooklyn, conçu"
Wie ontwierp de Brooklyn Bridge?,nl,"ontwerp, Brooklyn Bridge"
Cine a proiectat podul din Brooklyn?,ro,"podul din Brooklyn, proiecta"
Who was the first president of the United States?,en,"United States, first president"
Wer war der erste Präsident der Vereinigten Staaten?,de,"Vereinigte Staaten, erster Präsident"
¿Quién era el primer presidente de los Estados Unidos?,es,"estados unidos, primer presidente"
Chi è stato il primo presidente degli Stati Uniti?,it,"Stati Uniti, primo presidente"
Qui était le premier président des États-Unis?,fr,"Etats-Unis, premier président"
Wie was de eerste president van de Verenigde Staten?,nl,"Verenigde Staten, eerste president"
Cine a fost primul președinte ale Statelor Unite?,ro,"Statele Unite, primul președinte"
What is the highest mountain in Australia?,en,"Australia, highest mountain"
Was ist der höchste Berg in Australien?,de,"Australien, höchster Berg"
¿Cuál es la montaña más alta de Australia?,es,"Australia, montaña más alta"
Qual è la montagna più alta d'Australia?,it,"Australia, montagna più alta"
Quelle est la plus haute montagne d'Australie?,fr,"plus haute montagne, Australie"
Wat is de hoogste berg van Australië?,nl,"Australië, hoogste berg"
Care este cel mai înalt munte din Australia?,ro,"Australia, cel mai înalt munte"
"Which airports are located in California, USA?",en,"airport, located, California, USA"
Welche Flughäfen gibt es in Kalifornien?,de,"Flughafen, Kalifornien"
¿Cuántos aeropuertos hay en California?,es,"aeropuertos, california"
"Quali aeroporti si trovano in California, Stati Uniti?",it,"aeroporto, situato, California, Stati Uniti"
Quels aéroports se trouvent en Californie?,fr,"aéroports, Californie"
Welke vliegvelden liggen in Californië?,nl,"vliegveld, Californië"
"Ce aeroporturi se află în California, Statele Unite?",ro,"aeroport, aflat, California, SUA"
Who developed Minecraft?,en,"Minecraft, develop"
Wer hat Minecraft entwickelt?,de,"Minecraft, Entwickler"
¿Quién desarrolló Minecraft?,es,"Minecraft, desarrolló"
Chi ha sviluppato Minecraft?,it,"Minecraft, sviluppare"
Qui a dévelopé Minecraft?,fr,"dévelopé, Minecraft"
Wie ontwikkelde Minecraft?,nl,"Minecraft, ontwikkeld"
Cine a dezvoltat Minecraft?,ro,"Minecraft, dezvolta"
Which Chess players died in the same place they were born in?,en,"chess players, British earl, die, same, place, born"
"Welche Schachspieler starben an den gleichen Orten, an denen sie geboren wurden?",de,"Schachspieler, gestorben, gleich, Ort, geboren"
¿Qué jugadores de ajedrez murieron en sus lugares de nacimiento?,es,"jugadores de ajedrez, murieron, lugar de nacimiento"
Quali giocatori di scacchi morirono nel loro luogo di nascita?,it,"giocatori di scacchi, morire, stesso, posto, nate"
Quels joueurs d'échecs moururent dans leur ville de naissance?,fr,"joueurs d'échecs, mort, ville de naissance"
Welke schakers stierven in hun geboorteplaats?,nl,"schakers, sterf, in geboorteplaats"
Care jucători de șah au murit în același loc în care s-au născut?,ro,"jucători de șah, British earl, murit, același, loc, născut"
How many space missions have there been?,en,space mission
Wieviele Weltraummissionen gab es?,de,Weltraummission
¿Cuántas misiones espaciales ha habido?,es,misiones espaciales
Quante missioni spaziali ci sono state?,it,missione spaziale
Combien y a-t-il eu de vols spatials?,fr,"vols spatials, nombre"
Hoeveel ruimtereizen zijn er geweest?,nl,"ruimtereis, hoeveel"
Câte misiuni spațiale au avut loc?,ro,misiune spațială
Which capitals in Europe were host cities of the summer olympic games?,en,"capital, Europe, host city, summer olympic games"
In welchen europäischen Hauptstädten fanden olympische Sommerspiele statt?,de,"europäisch, Hauptstadt, stattfinden, olympische Sommerspiele"
¿En qué capitales europeas tuvieron lugar los juegos olímpicos de verano?,es,"capital europea, juegos olímpicos de verano"
Quali capitali europee hanno ospitato i giochi olimpici estivi?,it,"capitale, Europa, ospitare, giochi olimpici estivi"
Quelles capitales européenes ont été hôtes de jeux olympiques d'été?,fr,"capitales européenes, hôtes, jeux olympiques d'été"
In welke Europese hoofdsteden waren de Olympische Zomerspelen?,nl,"Europese hoofdstad, plaatvinden, Olympische Zomerspelen"
Ce capitale europene au fost gazde ale Jocurile Olimpice de vară?,ro,"capital, Europa, oraș gazdă, Jocurile Olimpice"
Give me all cars that are produced in Germany.,en,"car, produce, Germany"
"Gib mir alle Autos, die in Deutschland hergestellt werden.",de,"Auto, herstellen, Deutschland"
Dame todos los coches producidos en Alemania.,es,"coches, producidos, Alemania"
Dammi tutte le automobili che sono prodotte in Germania.,it,"automobile, produrre, Germania"
Donne-moi toutes les voitures qui sont produites en Allemagne.,fr,"voiture, produites, Allemagne"
Geef alle auto's die in Duitsland gemaakt worden.,nl,"auto, gemaakt, Duitsland"
Dă-mi toate mașinile care sunt produse în Germania.,ro,"mașină, produse, Germania"
Who was the wife of U.S. president Lincoln?,en,"U.S. president, Lincoln, wife"
Wer war die Frau von US-Präsident Lincoln?,de,"US-Präsident, Lincoln, Frau"
¿Quién fué la mujer del presidente americano Lincoln?,es,"presidente Americano, Lincoln, mujer"
Chi era la moglie del presidente degli Stati Uniti Lincoln?,it,"presidente degli Stati Uniti, Lincoln, moglie"
Qui était l'épouse du président américain Lincoln?,fr,"épouse, président américain Lincoln"
Wie was de vrouw van de Amerikaanse president Lincoln?,nl,"vrouw, president van America, Lincoln"
Cine a fost soția președintelui American Lincoln?,ro,"președinte American, Lincoln, soție"
How many children did Benjamin Franklin have?,en,"Benjamin Franklin, child"
Wieviele Kinder hatte Benjamin Franklin?,de,"Benjamin Franklin, Kind"
¿Cuántos hijos tuvo Benjamin Franklin?,es,"Benjamin Franklin, hijos"
Quanti figli ebbe Benjamin Franklin?,it,"Benjamin Franklin, figlio"
Combien d'enfants Benjamin Franklin avait-il?,fr,"nombre d'enfants, Benjamin Franklin"
Hoeveel kinderen had Benjamin Franklin?,nl,"Benjamin Franklin, kinderen, hoeveel"
Câți copii a avut Benjamin Franklin?,ro,"Benjamin Franklin, copil"
Is Michelle Obama the wife of Barack Obama?,en,"Michelle Obama, wife, Barack Obama"
Ist Michelle Obama die Frau von Barack Obama?,de,"Michelle Obama, Frau, Barack Obama"
¿Es Michele Obama la esposa de Barack Obama?,es,"Michelle Obama, esposa, Barack Obama"
Michelle Obama è la moglie di Barack Obama?,it,"Michelle Obama, moglie, Barack Obama"
Michelle Obama est-elle l'épouse de Barack Obama?,fr,"Michelle Obama, épouse, Barack Obama"
Is Michelle Obama de vrouw van Barack Obama?,nl,"Michelle Obama, vrouw van, Barack Obama"
Este Michelle Obama soția lui Barack Obama?,ro,"Michelle Obama, soție, Barack Obama"
Give me all actors starring in movies directed by William Shatner.,en,"actor, starring, movie, direct, William Shatner"
"Gib mir alle Schauspieler von Filmen, in denen William Shatner Regie geführt hat.",de,"Schauspieler, Film, Regie, William Shatner"
Dame todos los actores de películas dirigidas por William Shatner.,es,"actor, película, director, William Shatner"
Dammi tutti gli attori che recitano in film diretti da William Shatner.,it,"attore, recitare, film, diretto, William Shatner"
Donnes-moi tous les acteurs qui ont joué dans des films réalisés par Williams Shatner.,fr,"acteur, film, réalisé, William Shatner"
Geef alle acteurs van films waar William Shatner de regie van voerde.,nl,"acteur, film, regisseur, William Shatner"
Dă-mi toți actorii care joacă roluri principale în filme regizate de William Shatner.,ro,"actor, rol principal, film, regiza, William Shatner"
List the children of Margaret Thatcher.,en,"Margaret Thatcher, child"
Liste die Kinder von Margaret Thatcher auf.,de,"Margaret Thatcher, Kind"
Dame una lista de los hijos de Margaret Thatcher.,es,"Margaret Thatcher, hijos"
Elenca i figli di Margaret Thatcher.,it,"Margaret Thatcher, figlio"
Donnes-moi tous les enfants de Margaret Thatcher.,fr,"enfants, Margaret Thatcher"
Noem alle kinderen van Margaret Thatcher.,nl,"kinderen, Margaret Thatcher"
Enumeră copiii lui Margaret Thatcher.,ro,"Margaret Thatcher, copil"
Which professional surfers were born in Australia?,en,"professional surfer, born, Australia"
Welche Profisurfer wurden in Australien geboren?,de,"Profisurfer, geboren, Australien"
¿Qué surfistas profesionales nacieron en Australia?,es,"surfista profesional, nacido, Australia"
Quali surfisti professionisti sono nati in Australia?,it,"surfista professionista, nato, Australia"
Quels surfeurs professionels sont nés en Australie?,fr,"surfeurs professionels, Australie"
Welke professionele surfers werden geboren in Australië?,nl,"professionele surfer, Australië"
Ce surferi profesioniști s-au născut în Australia?,ro,"surfer profesionist, născut, Australia"
Who is the editor of Forbes?,en,"Forbes, editor"
Wer ist der Herausgeber von Forbes?,de,"Forbes, Herausgeber"
¿Quién es el editor de Forbes?,es,"Forbes, editor"
Chi è l'editore di Forbes?,it,"Forbes, editore"
Qui est le rédacteur en chef de Forbes?,fr,"Forbes, rédacteur en chef"
Wie is de uitgever van Forbes.,nl,"Forbes, uitgever"
Cine este editorul Forbes?,ro,"Forbes, editor"
Give me all actors starring in Last Action Hero.,en,"actor, starring, Last Action Hero"
"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben.",de,"Schauspieler, mitspielen, Last Action Hero"
Dame todos los actores que hayan actuado en Last Action Hero.,es,"actores, Last Action Hero"
Dammi tutti gli attori che hanno recitato in Last Action Hero.,it,"attori, Last Action Hero"
Noem alle acteurs uit de film Last Action Hero.,fr,"acteurs, Last Action Hero"
Noem alle acteurs uit de film Last Action Hero.,nl,"acteur, Last Action Hero"
Dă-mi toți actorii cu roluri principale în Last Action Hero.,ro,"actor, rol principal, Last Action Hero"
In which programming language is GIMP written?,en,"GIMP, programming language"
In welcher Programmiersprache wurde GIMP geschrieben?,de,"GIMP, Programmiersprache"
¿En qué lenguaje de programación esta programado GIMP?,es,"GIMP, lenguaje de programación"
In quale linguaggio di programmazione è scritto GIMP?,it,"GIMP, linguaggio di programmazione"
En quel langage de programmation a été écrit GIMP?,fr,"langage de programmation, GIMP"
In welke programmeertaal is GIMP geschreven?,nl,"GIMP, programmeertaal"
În ce limbaj de programare este scris GIMP?,ro,"GIMP, limbaj de programare"
In which country is the Limerick Lake?,en,"Limerick Lake, country"
In welchem Land befindet sich der Limerick Lake?,de,"Limerick Lake, Land"
¿En qué país se encuentra el lago Limerick?,es,"lago Limerick, país"
In quale stato si trova il lago Limerick?,it,"lago Limerick, stato"
Dans quel pays se trouve le lac Limerick?,fr,"pays, lac Limerick"
In welk land ligt Limerick Lake?,nl,"Limerick Lake, land"
În ce țară este lacul Limerick?,ro,"lacul Limerick, țară"
Who is the youngest player in the Premier League?,en,"player, Premier League, youngest"
Wer ist der jüngste Spieler in der Premier League?,de,"Spieler, Premier League, jüngste"
¿Quién es el jugador más jóven de la Premier League?,es,"jugador, más jóven, Premier League"
Chi è il giocatore più giovane della Premier League?,it,"giocatore, Premier League, più giovane"
Quel est le joueur le plus jeune de la Premier League?,fr,"joueur, Premier League, plus jeune"
Wie is de jongste speler in de Premier League?,nl,"speler, jongste, Premier League"
Cine este cel mai tânăr jucător din Premier League?,ro,"juător, Premier League, cel mai tânăr"
Give me all video games published by Mean Hamster Software.,en,"video game, publish, Mean Hamster Software"
Gib mir alle Videospiele von Mean Hamster Software.,de,"Videospiel, Mean Hamster Software"
Dame todos los videojuegos de Mean Hamster Software.,es,"videojuego, Mean Hamster Software"
Dammi tutti i videogiochi di Mean Hamster Software.,it,"videogioco, prodotto, Mean Hamster Software"
Donnes-moi tous les jeux vidéos publiés par Mean Hamster Software.,fr,"jeux vidéos, publiés, Mean Hamster Software"
Geef me alle videogames van Mean Hamster Software.,nl,"videogame, Mean Hamster Software"
Dă-mi toate jocurile video publicate de Mean Hamster Software,ro,"joc video, publicat, Mean Hamster Software"
Who produced films starring Natalie Portman?,en,"produce, film, starring, Natalie Portman"
"Wer produzierte Filme, in denen Natalie Portman mitspielt?",de,"produzieren, Film, mitspielen, Natalie Portman"
¿Quién ha producido películas en las que actua Natalie Portman?,es,"producente, perlículas, actua, Natalie Portman"
Chi ha prodotto i film in cui recita Natalie Portman?,it,"produttore, film, recita, Natalie Portman"
Qui a produit des films dans lesquels joue Natalie Portman?,fr,"produit, films, Natalie Portman"
Wie produceerde films waarin Natalie Portman speelde?,nl,"producent, film, Natalie Portman, speelt"
Cine a produs filme cu Natalie Portman în rol principal?,ro,"produce, film, rol principal, Natalie Portman"
In which films did Julia Roberts as well as Richard Gere play?,en,"film, play, Julia Roberts, Richard Gere"
In welchen Filmen spielen sowohl Julia Roberts als auch Richard Gere mit?,de,"Film, mitspielen, Julia Roberts, Richard Gere"
¿En qué películas actúan Julia Roberts y Richard Gere?,es,"película, actores, Julia Roberts, Richard Gere"
In quali film recitano sia Julia Roberts che Richard Gere?,it,"film, recitare, Julia Roberts, Richard Gere"
Dans quels films jouent Julia Roberts et Richard Gere?,fr,"films, Julia Roberts, Richard Gere"
In welke films speelden zowel Julia Roberts als Richard Gere?,nl,"film, speel, Julia Roberts, Richard Gere"
În ce filme joacă Julia Roberts precum și Richard Gere?,ro,"film, joacă, Julia Roberts, Richard Gere"
Was Natalie Portman born in the United States?,en,"Natalie Portman, born, United States"
Wurde Natalie Portman in den Vereinigten Staaten geboren?,de,"Natalie Portman, geboren, Vereinigte Staaten"
¿Nació Natalie Portman en los estados unidos de américa?,es,Natalie Portman
Natalie Portman è nata negli Stati Uniti?,it,"Natalie Portman, nata, Stati Uniti"
Natalie Portman est-elle née aux Etats-Unis?,fr,"Natalie Portman, née, Etats-Unis"
Werd Natalie Portman geboren in de Verenigde Staten?,nl,"Natalie Portman, geboren, Verenigde Staten"
A fost Natalie Portman născută în Statele Unite?,ro,"Natalie Portman, născută, Statele Unite"
How many films did Leonardo DiCaprio star in?,en,"film, star, Leonardo DiCaprio"
In wievielen Filmen hat Leonardo DiCaprio mitgespielt?,de,"Film, mitspielen, Leonardo DiCaprio"
¿En cuántas películas ha actuado Leonardo DiCaprio?,es,"películas, cuántas, actúa, Leonardo DiCaprio"
In quanti film ha recitato Leonardo DiCaprio?,it,"film, recitare, Leonardo DiCaprio"
Dans combien de films Leonard DiCaprio a-t-il joué?,fr,"combien, films, Leonard DiCaprio"
In hoeveel films speelde Leonardo DiCaprio?,nl,"film, speelt, Leonardo DiCaprio"
În câte filme a jucat Leonardo DiCaprio rol principal?,ro,"film, rol principal, Leonardo DiCaprio"
What is the second highest mountain on Earth?,en,"mountain, second highest"
Was ist der zweithöchste Berg der Erde?,de,"Berg, zweithöchster"
¿Cuál es la segunda montaña más alta de la tierra?,es,"montaña, seguna más alta"
Qual è la seconda montagna più alta sulla Terra?,it,"montagna, seconda più alta"
Quelle est la deuxième plus haute montagne de la Terre?,fr,"montagne, deuxième plus haute"
Wat is de op één na hoogste berg ter wereld?,nl,"berg, op één na hoogste"
Care este al doilea cel mai înalt munte de pe Pământ?,ro,"munte, al doilea cel mai înalt"
Give me all books by William Goldman with more than 300 pages.,en,"book, William Goldman, pages, more than 300"
Gib mir alle Bücher von William Goldman mit mehr als 300 Seiten.,de,"Buch, William Goldman, Seiten, mehr als 300"
Dame todos los libros de Wiliam Goldman con más de 300 páginas.,es,"libro, William Goldman, más de 300 páginas"
Dammi tutti i libri di Wiliam Goldman con più di 300 pagine.,it,"libro, Wiliam Goldman, pagine, più di 300"
Donnes-moi tous les livres de William Goldman avec plus de 300 pages.,fr,"livres, William Goldman, plus de 300 pages"
Geef alle boeken van William Goldman met meer dan 300 pagina's.,nl,"boeken, William Goldman, meer dan 300 pagina's"
Dă-mi toate carțile de William Glodman cu mai mult de 300 de pagini.,ro,"carte, William Goldman, pagini, mai mult de 300"
Give me all Danish films.,en,"film, Denmark"
Gib mir alle dänischen Filme.,de,"Film, Dänemark"
Dame todas las películas danesas.,es,"película, Dinamarca"
Dammi tutti i film danesi.,it,"film, Danimarca"
Donnes-moi tous les films danois.,fr,"films, Danemark"
Noem alle Deense films.,nl,"film, Denemarken"
Dă-mi toate filmele daneze.,ro,"film, Danemarca"
What is the largest city in Australia?,en,"Australia, largest city"
Was ist die größte Stadt in Australien?,de,"Australien, größte Stadt"
¿Cuál es la cuidad más grande de Australia?,es,"Australia, ciudad más grande"
Qual è la città più grande d'Australia?,it,"Australia, città più grande"
Quelle est la plus grande ville d'Australie?,fr,"plus grande ville, Australie"
Wat is de grootste stad van Australië?,nl,"grootste stad, Australië"
Care este cel mai mare oraș din Australia?,ro,"Australia, cel mai mare oraș"
Who painted The Storm on the Sea of Galilee?,en,"The Storm on the Sea of Galilee, paint"
Wer malte Christus im Sturm auf dem See von Galilea?,de,"Christus im Sturm auf dem See von Galilea, malen"
¿Quién pintó el Cristo en la tormenta en el lago de Galilea?,es,"Cristo en la tormenta en el lago de Galilea, pintor"
Chi dipinse il Cristo nella tempesta sul mare di Galilea?,it,"Cristo nella tempesta sul mare di Galilea, pittore"
Qui a peint Christ dans la tempête sur la mer de Galilée?,fr,"peintre, Christ dans la tempête sur la mer de Galilée"
Wie schilderde Christus in de storm op het meer van Galilea?,nl,"schilder, Christus in de storm op het meer van Galilea"
Cine a pictat Furtuna pe Marea Galileii?,ro,"Furtuna pe Marea Galileii, picta"
Give me all launch pads operated by NASA.,en,"launch pad, operate, NASA"
Gib mir alle von der NASA betriebenen Startrampen.,de,"Startrampe, betreiben, NASA"
Dame todas las plataformas de lanzamiento operadas por la NASA.,es,"plataforma de lanzamiento, operada por la NASA"
Dammi tutte le rampe di lancio gestite dalla NASA.,it,"rampa di lancio, gestire, NASA"
Donnes-moi toutes les rampes de lancements des Etats-unis.,fr,"rampes de lancements, Etats-unis"
Noem alle lanceerplatformen van de NASA.,nl,"lanceerplatform, NASA"
Dă-mi toate rampele de lansare operate de către NASA.,ro,"rampă de lansare, operat, NASA"
Who wrote the lyrics for the Polish national anthem?,en,"Poland, national anthem, write, lyrics"
Wer schrieb den Text für die polnische Nationalhymne?,de,"Polen, Nationalhymne, schreiben, Text"
¿Quién escribió el texto del himno de Polonia?,es,"texto, escribió, himno, Polonia"
Chi ha scritto il testo dell'inno nazionale polacco?,it,"Polonia, inno nazionale, scrivere, testo"
Qui a écrit le texte de l'hymne nationale de la Pologne?,fr,"texte, hymne nationale, Pologne, auteur"
Wie schreef het Poolse volkslied?,nl,"volkslied, Polen, componist"
