questions,lang,keywords
Did Tesla win a nobel prize in physics?,en,"Tesla, nobel prize, physics"
آیا تسلا جایزه نوبل در فیزیک را برد؟,fa,تسلا، جایزه نوبل، فیزیک
Hat Tesla den Nobelpreis für Physik gewonnen?,de,"Tesla, Nobelpreis, Physik"
¿Obtuvo Tesla el premio nobel de física?,es,"Tesla, premio nobel, física"
Tesla ha vinto un premio Nobel per la fisica?,it,"Tesla, premio nobel, fisica"
Tesla a-t-il recu le prix Nobel?,fr,"Tesla, recu, prix Nobel"
Heeft Tesla ooit de Nobelprijs voor de Natuurkunde gewonnen?,nl,"Nobelprijs voor de Natuurkunde, Tesla"
A câștigat Tesla un premiu Nobel pentru fizică?,ro,"Tesla, premiu Nobel, fizică"
Give me all cities in New Jersey with more than 100000 inhabitants.,en,"New Jersey, city, inhabitants, more than 100000"
تمام شهرهای نیوجرسی که بیشتر از 100000 سکنه دارند را لیست کن.,fa,شهرهای، نیوجرسی، بیشتر از 100000، سکنه
"Gib mir alle Städte in New Jersey, die mehr als 100000 Einwohner haben.",de,"New Jersey, Stadt, Einwohner, mehr als 100000"
Dame todas las cuidades en New Jersey que tengan más de 100000 habitantes.,es,"New Jersey, ciudad, habitantes, más de 100000"
Dammi tutte le città del New Jersey con più di 100000 abitanti.,it,"New Jersey, città, abitanti, più di 100000"
Donnes-moi toutes les villes du New Jersey avec plus de 100000 habitants.,fr,"New Jersey, villes, habitants, plus de 100000"
Geef alle steden in New Jersey met meer dan 100000 inwoners.,nl,"New Jersey, stad, inwoners, meer dan 100000"
Dă-mi toate orașele din New Jersey cu mai mult de 100000 de locuitori.,ro,"New Jersey, oraș, locuitori, mai mult de 100000"
Is Rita Wilson the wife of Tom Hanks?,en,"Rita Wilson, wife, Tom Hanks"
آیا ریتا ویلسون همسر تام هنکس است؟,fa,ریتا ویلسون، همسر، تام هنکس
Ist Rita Wilson die Frau von Tom Hanks?,de,"Rita Wilson, Frau, Tom Hanks"
¿Es Rita Wilson la esposa de Tom Hanks?,es,"Rita Wilson, esposa, Tom Hanks"
Rita Wilson è la moglie di Tom Hanks?,it,"Rita Wilson, moglie, Tom Hanks"
Rita Wilson est-elle l'épouse de Tom Hanks?,fr,"Rita Wilson, épouse, Tom Hanks"
Is Rita Wilson de vrouw van Tom Hanks?,nl,"Rita Wilson, vrouw, Tom Hanks"
Este Rita Wilson soția lui Tom Hanks?,ro,"Rita Wilson, soție, Tom Hanks"
When was the Statue of Liberty built?,en,"Statue of Liberty, built"
کی مجسمه آزادی ساخته شد؟,fa,مجسمه آزادی، ساخته
Wann wurde die Freiheitsstatue erbaut?,de,"Freiheitsstatue, erbauen"
¿Cuándo fue construída la estatua de la libertad?,es,"estatua de la libertad, construída"
Quando è stata costruita la Statua della Libertà?,it,"Statua della Libertà, costruire"
Quand a-t-été construit la statue de la liberté?,fr,"statue de la liberté, construit"
Wanneer werd het Vrijheidsbeeld gebouwd?,nl,"Vrijheidsbeeld, gebouwd"
Când a fost construită Statuia Libertății?,ro,"Statuia Libertății, construit"
Where is Fort Knox located?,en,"Fort Knox, located"
فورت ناکس در کجا واقع شده است؟,fa,فورت ناکس، واقع
Wo liegt Fort Knox?,de,"Fort Knox, liegen"
¿Donde se encuentra el Fort Knox?,es,"Fort Knox, se encuentra, estado americano"
Dove si trova Fort Knox?,it,"Fort Knox, trovarsi"
Dans quel état américain se trouve Fort Knox?,fr,"état américain, Fort Knox"
Waar ligt Fort Knox?,nl,"Fort Knox, ligt"
În ce stat american este situat Fort Knox?,ro,"Fort Knox, situat, stat american"
How many children did Benjamin Franklin have?,en,"Benjamin Franklin, child"
بنجامین فرانکلین چند فرزند دارد؟,fa,بنجامین فرانکلین، فرزند
Wieviele Kinder hatte Benjamin Franklin?,de,"Benjamin Franklin, Kind"
¿Cuántos hijos tuvo Benjamin Franklin?,es,"Benjamin Franklin, hijos"
Quanti figli ebbe Benjamin Franklin?,it,"Benjamin Franklin, figlio"
Combien d'enfants Benjamin Franklin avait-il?,fr,"nombre d'enfants, Benjamin Franklin"
Hoeveel kinderen had Benjamin Franklin?,nl,"Benjamin Franklin, kinderen, hoeveel"
Câți copii a avut Benjamin Franklin?,ro,"Benjamin Franklin, copil"
When did Michael Jackson die?,en,"Michael Jackson, die"
مایکل جکسون کی مرد؟,fa,مایکل جکسون، مرد
Wann starb Michael Jackson?,de,"Michael Jackson, gestorben"
¿Cuándo murió Michael Jackson?,es,"Michael Jackson, muerto"
Quando è morto Michael Jackson?,it,"Michael Jackson, morto"
Quand mourut Michael Jackson?,fr,"Michael Jackson, mort"
Wanneer overleed Michael Jackson?,nl,"overleden, Michael Jackson"
Când a murit Michael Jackson?,ro,"Michael Jackson, muri"
Which Chess players died in the same place they were born in?,en,"chess players, British earl, die, same, place, born"
کدام بازکنان شطرنج در همان مکانی مردند که متولد شدند؟,fa,بازکنان شطرنج، همان، مکانی، مردند، متولد
"Welche Schachspieler starben an den gleichen Orten, an denen sie geboren wurden?",de,"Schachspieler, gestorben, gleich, Ort, geboren"
¿Qué jugadores de ajedrez murieron en sus lugares de nacimiento?,es,"jugadores de ajedrez, murieron, lugar de nacimiento"
Quali giocatori di scacchi morirono nel loro luogo di nascita?,it,"giocatori di scacchi, morire, stesso, posto, nate"
Quels joueurs d'échecs moururent dans leur ville de naissance?,fr,"joueurs d'échecs, mort, ville de naissance"
Welke schakers stierven in hun geboorteplaats?,nl,"schakers, sterf, in geboorteplaats"
Care jucători de șah au murit în același loc în care s-au născut?,ro,"jucători de șah, British earl, murit, același, loc, născut"
List the children of Margaret Thatcher.,en,"Margaret Thatcher, child"
فرزندان مارگارت تاچر را لیست کن.,fa,فرزندان، مارگارت تاچر
Liste die Kinder von Margaret Thatcher auf.,de,"Margaret Thatcher, Kind"
Dame una lista de los hijos de Margaret Thatcher.,es,"Margaret Thatcher, hijos"
Elenca i figli di Margaret Thatcher.,it,"Margaret Thatcher, figlio"
Donnes-moi tous les enfants de Margaret Thatcher.,fr,"enfants, Margaret Thatcher"
Noem alle kinderen van Margaret Thatcher.,nl,"kinderen, Margaret Thatcher"
Enumeră copiii lui Margaret Thatcher.,ro,"Margaret Thatcher, copil"
Who was called Frank The Tank?,en,"called, Frank The Tank"
چه کسی فرانک د تانک نامیده شد؟,fa,فرانک د تانک، نامیده
Wer wurde Frank The Tank genannt?,de,"nennen, Frank The Tank"
¿Quién era llamado Frank The Tank?,es,"llamado, Frank The Tank"
Chi venne chiamato Frank The Tank?,it,"chiamare, Frank The Tank"
Qui était surnommé Frank The Tank?,fr,"surnommé, Frank The Tank"
Wie werd er Frank The Tank genoemd?,nl,"Frank The Tank, bijnaam"
Cine era numit Frank The Tank?,ro,"numit, Frank The Tank"
Was Margaret Thatcher a chemist?,en,"Margaret Thatcher, chemist"
آیا مارگارت تاچر یک شیمیدان بود؟,fa,مارگارت تاچر، شیمیدان
War Margaret Thatcher Chemikerin?,de,"Margaret Thatcher, Chemikerin"
¿Fue Margaret Thatcher química?,es,"Margret Thatcher, química"
Margaret Thatcher era un chimico?,it,"Margaret Thatcher, chimico"
Margaret Thatcher était-elle une chimiste?,fr,"Margaret Thatcher, chimiste"
Was Margaret Thatcher een chemicus?,nl,"Margaret Thatcher, chemicus"
A fost Margaret Thatcher un chimist?,ro,"Margaret Thatcher, chimist"
Was Marc Chagall a jew?,en,"Marc Chagall, jew"
آیا مارک شاگل یک یهودی بود؟,fa,مارک شاگل، یهودی
War Marc Chagall ein Jude?,de,"Marc Chagall, Jude"
¿Fué Marc Chagall judío?,es,"Marc Chagall, judío"
Marc Chagall era ebreo?,it,"Marc Chagall, ebreo"
Etait Marc Chagall juif?,fr,"Marc Chagall, juif"
Was Marc Chagall joods?,nl,"Marc Chagall, joods"
A fost Marc Chagall un evreu?,ro,"Marc Chagall, evreu"
Which museum exhibits The Scream by Munch?,en,"museum, Scream, Munch"
کدام موزه فریاد اثر مونک را نمایش می دهد؟,fa,موزه، فریاد، مونک
In welchem Museum ist Der Schrei von Munch ausgestellt?,de,"Museum, Schrei, Munch"
¿En qué museo está expuesto el Grito de Munch?,es,"museo, El Grito, Munch"
In quale museo è esposto l'Urlo di Munch?,it,"museo, l'Urlo, Munch"
Dans quel musée est exposé Le Cri de Munch?,fr,"musée, le Cri, Munch"
In welk museum hangt De Schreeuw van Munch?,nl,"museum, De Schreeuw, Munch"
În ce muzeu este expus Strigătul lui Munch?,ro,"muzeu, Strigătul, Munch"
Give me all books by William Goldman with more than 300 pages.,en,"book, William Goldman, pages, more than 300"
تمام کتاب های اثر ویلیام گولدمن با بیشتر از 300 صفحه را لیست کن.,fa,کتاب های، ویلیام گولدمن، بیشتر از 300، صفحه
Gib mir alle Bücher von William Goldman mit mehr als 300 Seiten.,de,"Buch, William Goldman, Seiten, mehr als 300"
Dame todos los libros de Wiliam Goldman con más de 300 páginas.,es,"libro, William Goldman, más de 300 páginas"
Dammi tutti i libri di Wiliam Goldman con più di 300 pagine.,it,"libro, Wiliam Goldman, pagine, più di 300"
Donnes-moi tous les livres de William Goldman avec plus de 300 pages.,fr,"livres, William Goldman, plus de 300 pages"
Geef alle boeken van William Goldman met meer dan 300 pagina's.,nl,"boeken, William Goldman, meer dan 300 pagina's"
Dă-mi toate carțile de William Glodman cu mai mult de 300 de pagini.,ro,"carte, William Goldman, pagini, mai mult de 300"
Which books by Kerouac were published by Viking Press?,en,"book, Kerouac, publish, Viking Press"
چه کتاب هایی اثر کرواک توسط انتشارات وایکینگ منتشر شدند؟,fa,کتاب هایی، کرواک، انتشارات وایکینگ، منتشر
Welche Bücher von Kerouac wurden von Viking Press verlegt?,de,"Buch, Kerouac, verlegen, Viking Press"
¿Qué libros de Kerouac han sido publicados por Viking Press?,es,"libro, Kerouac, publicado, Viking Press"
Quali libri di Kerouac furono pubblicati da Viking Press?,it,"libro, Kerouac, pubblicare, Viking Press"
Quels lives de Kerouac ont été publiés par Viking Press?,fr,"lives de Kerouac, publiés, Viking Press"
Welke boeken van Jack Kerouac werden uitgegeven door Viking Press?,nl,"boek, Jack Kerouac, uitgever, Viking Press"
Ce cărți de Kerouac a fost publicate de Viking Press?,ro,"carte, Kerouac, publica, Viking Press"
Give me a list of all American inventions.,en,American invention
تمام اختراعات آمریکایی را لیست کن.,fa,اختراعات آمریکایی
Gib mir eine Liste aller amerikanischen Erfindungen.,de,amerikanische Erfindung
Dame una lista de todos los inventos americanos.,es,inventos americanos
Dammi la lista delle invenzioni americane.,it,invenzioni americane
Donnes-moi la liste de toutes les inventions américaines.,fr,inventions américaines
Geef een lijst van alle Amerikaanse uitvindingen.,nl,Amerikaanse uitvinding
Dă-mi o listă a tuturor invențiilor americane.,ro,invenție americană
How high is the Mount Everest?,en,"Mount Everest, high"
ارتفاع کوه اورست چقدر است؟,fa,ارتفاع، کوه اورست
Wie hoch ist der Mount Everest?,de,"Mount Everest, hoch"
¿Qué alto es el Monte Everest?,es,"Monte Everest, altura"
Quanto è alto il Monte Everest?,it,"Monte Everest, altezza"
Quelle est l'altitude du Mont Everest?,fr,"altitude, Mont Everest"
Hoe hoog is de Mount Everest?,nl,"hoogte, Mount Everest"
Ce altitudine are muntele Everest?,ro,"muntele Everest, altitudine"
Who created Batman?,en,"Batman, creator"
چه کسی بتمن را ساخت؟,fa,بتمن، ساخت
Wer hat Batman erfunden?,de,"Batman, Erfinder"
¿Quién creó Batman?,es,"creador, comic, Capitán América"
Chi ha creato Batman?,it,"creatore, Batman"
Qui a créé la bande dessinée Captain America?,fr,"bande dessinée, créer, Captain America"
Door wie werd Batman bedacht?,nl,"bedenker, Batman"
Cine a creat Batman?,ro,"Batman, creat"
How many people live in the capital of Australia?,en,"Australia, capital, people, live"
چند نفر در پایتخت استرالیا زندگی می کنند؟,fa,نفر، پایتخت، استرالیا، زندگی
Wieviele Menschen leben in der Hauptstadt Australiens?,de,"Australien, Hauptstadt, Menschen, leben"
¿Cuánta gente vive en la capital de Australia?,es,"Australia, capital, habitantes"
Quante persone vivono nella capitale dell'Australia?,it,"Australia, capitale, abitanti"
Quel est le nombre d'habitants de la capitale de l'Australie?,fr,"nombre d'habitants, capitale, Australie"
Hoeveel mensen wonen er in de hoofdstad van Australië?,nl,"inwoners, hoofdstad van Australië"
Câți oameni locuiesc in capitala Australiei?,ro,"Australia, captital, oameni, locui"
What is the largest city in Australia?,en,"Australia, largest city"
بزرگترین شهر استرالیا کدام است؟,fa,بزرگترین شهر، استرالیا
Was ist die größte Stadt in Australien?,de,"Australien, größte Stadt"
¿Cuál es la cuidad más grande de Australia?,es,"Australia, ciudad más grande"
Qual è la città più grande d'Australia?,it,"Australia, città più grande"
Quelle est la plus grande ville d'Australie?,fr,"plus grande ville, Australie"
Wat is de grootste stad van Australië?,nl,"grootste stad, Australië"
Care este cel mai mare oraș din Australia?,ro,"Australia, cel mai mare oraș"
Who composed the music for Harold and Maude?,en,"Harold and Maude, compose, music"
چه کسی موسیقی هرولد و موده را نوشت؟,fa,موسیقی، هرولد و موده، نوشت
Wer hat die Musik für Harold und Maude komponiert?,de,"Harold und Maude, komponieren, Musik"
¿Quién compuso la música para Harold y Maude?,es,"Harold y Maude, música, compositor"
Chi ha composto la musica per Harold e Maude?,it,"Harold e Maude, compositore, musica"
Qui a composé la musique de Harold et Maude?,fr,"composé, musique, Harold et Maude"
Wie componeerde de muziek voor Harold and Maude,nl,"componist, Harold and Maude"
Cine a compus coloana sonoră pentru Harold și Maude?,ro,"Harold și Maude, compune, coloana sonoră"
Which films starring Clint Eastwood did he direct himself?,en,"film, starring, direct, Clint Eastwood"
کلینت ایستوود در چه فیلمی که خودش کارگردانی کرد بازی کرد؟,fa,کلینت ایستوود، فیلمی، کارگردانی، بازی
Bei welchen Filmen mit Clint Eastwood hat er selber Regie geführt?,de,"Film, Clint Eastwood, Regie"
¿En qué películas con Clint Eastwood están dirigidas por él mismo?,es,"películas, Clint Eastwood, director"
Quali film con Clint Eastwoon erano diretti da lui stesso?,it,"film, recitare, dirigere, Clint Eastwood"
Dans quels films de Client Eastwood joue Clint Eastwood?,fr,films de Client Eastwood où joue Clint Eastwood
"Welke films waarin Clint Eastwood speelde, werden ook door hem geregisseerd?",nl,"film, Clint Eastwood, regisseur, acteur"
Ce film în care Clint Eastwood joacă rolul principal a fost regizat de el însuși?,ro,"film, rol principal, regizor, Clint Eastwood"
In which city was the former Dutch queen Juliana buried?,en,"Dutch queen Juliana, burried, city"
ملکه سابق هلند یویلیانا در کدام شهر دفن شد؟,fa,ملکه هلند یویلیانا، شهر، دفن
In welcher Stadt wurde die ehemalige niederländische Königin Juliana beerdigt?,de,"niederländische Königin Juliana, beerdigen, Stadt"
¿En qué ciudad fué enterrada la antigua reina de los países bajos Juliana?,es,"reina de los países bajos, Juliana, enterrada, ciudad"
In quale città fu sepolta la precedente regina dei Paesi Bassi Juliana?,it,"regina dei Paesi Bassi, Juliana, sepolta, città"
Dans quelle ville a-t-été enterré la reine néerlandaise Juliana?,fr,"ville, enterré, reine néerlandaise, Juliana"
In welke stad is de voormalige Nederlandse koningin Juliana bijgezet?,nl,"stad, koningin Juliana, bijzetting"
"În ce oraș a fost înmormântată fosta regină a Olandei, Juliana?",ro,"regina Olandei, Juliana, inmormântată, oraș"
Is Egypts largest city also its capital?,en,"largest city, Egypt, capital"
آیا بزرگترین شهر مصر پایتخت آن هم هست؟,fa,بزرگترین شهر، مصر، پایتخت
Ist Ägyptens größte Stadt auch seine Hauptstadt?,de,"größte Stadt, Ägypten, Hauptstadt"
¿Es la cuidad más grande de Egipto también capital?,es,"cuidad más grande, Egipto, capital"
La città più grande dell'Egitto è anche la sua capitale?,it,"città più grande, Egitto, capitale"
La ville la plus grande de l'Egypte est-elle sa capitale?,fr,"ville plus grande, Egypte, capitale"
Is de grootste stad van Egypte ook de hoofdstad?,nl,"grootste stad, Egypte, hoofdstad"
Orașul cel mai mare din EGipt este și capital sa?,ro,"cel mai mare oraș, Egipt, capitală"
Where is the residence of the prime minister of Spain?,en,"prime minister, Spain, residence"
محل سکونت نخست وزیر اسپانیا کجاست؟,fa,محل سکونت، نخست وزیر، اسپانیا
Wo wohnt der Premierminister von Spanien?,de,"Premierminister, Spanien, wohnen"
¿Dónde vive el primer ministor de España?,es,"primer ministro, España, vive"
Dove vive il primo ministro della Spagna?,it,"primo ministro, Spagna, vivere"
Où se trouve la résidence du Premier Ministre d'Espagne?,fr,"résidence, Premier Ministre d'Espagne"
Waar woont de premier van Spanje?,nl,"woont, premier van Spanje"
Unde este reședința primului ministru al Spaniei?,ro,"prim ministru, Spania, reședință"
Which U.S. state has the abbreviation MN?,en,"U.S. state, abbreviation, MN"
مخفف کدام ایالت ایالات متحده ام.ان. است؟,fa,مخفف، ایالت ایالات متحده، ام.ان.
Welcher US-Bundesstaat hat die Abkürzung MN?,de,"US-Bundesstaat, Abkürzung, MN"
¿Qué estado americano tiene la abreviación MN?,es,"estado americano, abreviación, MN"
Quale stato americano è abbreviato MN?,it,"stato americano, abbreviazione, MN"
Quel état americain a l'abréviation MN?,fr,"état americain, abréviation, MN"
Welke staat van de Verenigde Staten heeft de afkorting MN?,nl,"staat van de Verenigde Staten, afkorting, MN"
Care stat American este abreviat MN?,ro,"stat american, abreviere, MN"
Show me all songs from Bruce Springsteen released between 1980 and 1990.,en,"song, Bruce Springsteen, release, between 1980 and 1990"
تمام آهنگ های اثر بروس اسپرینگستین را که بین 1980 و 1990 منتشر شدند را لیست کن.,fa,آهنگ های، بروس اسپرینگستین، بین 1980 و 1990، منتشر
"Zeige mir alle Lieder von Bruce Springsteen, die zwischen 1980 und 1990 herausgebracht wurden.",de,"Lied, Bruce Springsteen, herausbringen, zwischen 1980 und 1990"
¿Enseñame todas las canciones de Bruce Springsteen que aparecieron entre 1980 y 1990.,es,"canción, Bruce Springsteen, aparecida entre 1980 y 1990"
Dammi tutte le canzoni di Bruce Springsteen rilasciate tra il 1980 e il 1990.,it,"canzone, Bruce Springsteen, rilasciare, tra il 1980 e il 1990"
Donnes-moi tous les morceaux de Bruce Springsteen qui ont été publiés entre 1980 et 1990.,fr,"morceaux, Bruce Springsteen, publiés entre 1980 et 1990"
Geef alle songs van Bruce Springsteen die werden uitgebracht tussen 1980 en 1990.,nl,"song, Bruce Springsteen, uitgebracht tussen 1980 en 1990"
Arată-mi toate melodiile de Bruce Springsten apărute între 1980 și 1990,ro,"melodie, Bruce Springsteen, apărut, între 1980 și 1990"
Which movies did Kurosawa direct?,en,"film, direct, Kurosawa"
کوروساوا چه فیلم هایی را کارگردانی کرد؟,fa,کوروساوا، فیلم هایی، کارگردانی
Welche Filme hat Kurosawa gedreht?,de,"Film, drehen, Kurosawa"
¿Qué películas ha rodado Kurosawa?,es,"película, rodada, Kurosawa?"
Che film ha diretto Kurosawa?,it,"film, dirigere, Kurosawa"
Quels films ont été realisés par Kurosawa?,fr,"films, Kurosawa"
Welke films heeft Kurosawa geregisseerd?,nl,"film, Kurosawa, regisseur"
Ce filme a regizat Kurosawa?,ro,"film, regiza, Kurosawa"
What is the founding year of the brewery that produces Pilsner Urquell?,en,"Pilsner Urquell, brewery, founding year"
سال تأسیس کارخانه آبجوسازی که پیلزنر اورکوئل را تولید می کند چیست؟,fa,سال تأسیس، کارخانه آبجوسازی، پیلزنر اورکوئل
"In welchem Jahr wurde die Brauerei gegründet, die Pilsner Urquell herstellt?",de,"Pilsner Urquell, Brauerei, gründen"
¿En qué año fue fundada la cervecería que produce Pilsner Urquell?,es,"Pilsner Urquell, cervecería, fundada"
In che anno è stato fondato il birrificio che produce la Pilsner Urquell?,it,"Pilsner Urquell, birrificio, anno di fondazione"
Quelle est l'année de fondation de la brasserie qui produit Pilsner Urquell?,fr,"année de fondation, brasserie, produit, Pilsner Urquell"
Wanneer werd de brouwerij opgericht die Pilsner Urquell produceert?,nl,"brouwerij, opgericht, produceert, Pilsner Urquell"
Care este anul înființării berăriei ce produce Pilsner Urquell?,ro,"Pilsner Urquell, berărie, anul înființării"
Who wrote the lyrics for the Polish national anthem?,en,"Poland, national anthem, write, lyrics"
شعر سرود ملی لهستان را چه کسی نوشت؟,fa,شعر، سرود ملی، لهستان، نوشت
Wer schrieb den Text für die polnische Nationalhymne?,de,"Polen, Nationalhymne, schreiben, Text"
¿Quién escribió el texto del himno de Polonia?,es,"texto, escribió, himno, Polonia"
Chi ha scritto il testo dell'inno nazionale polacco?,it,"Polonia, inno nazionale, scrivere, testo"
Qui a écrit le texte de l'hymne nationale de la Pologne?,fr,"texte, hymne nationale, Pologne, auteur"
Wie schreef het Poolse volkslied?,nl,"volkslied, Polen, componist"
Cine a scris versurile pentru imnul național al Poloniei?,ro,"Polonia, imn national, scrie, versuri"
Give me all B-sides of the Ramones.,en,"Ramones, B-sides"
تمام بیسایدهای رامونز را لیست کن.,fa,بیسایدهای، رامونز
Gib mir alle B-Seiten der Ramones.,de,"Ramones, B-Seiten"
Dame todas las caras B de los Ramones.,es,"Ramones, cara B"
Dammi tutti i lati B dei Ramones.,it,"Ramones, lato B"
Donnes-moi tous les faces B des Ramones.,fr,"faces B, Ramones"
Geef alle B-kantjes van singles van de Ramones.,nl,"B-kant, single, de Ramones"
Dă-mi toate laturile B ale Ramones,ro,"Ramones, laturi B"
Who painted The Storm on the Sea of Galilee?,en,"The Storm on the Sea of Galilee, paint"
چه کسی طوفان در دریای جلیله را نقاشی کرد؟,fa,طوفان در دریای جلیله، نقاشی
Wer malte Christus im Sturm auf dem See von Galilea?,de,"Christus im Sturm auf dem See von Galilea, malen"
¿Quién pintó el Cristo en la tormenta en el lago de Galilea?,es,"Cristo en la tormenta en el lago de Galilea, pintor"
Chi dipinse il Cristo nella tempesta sul mare di Galilea?,it,"Cristo nella tempesta sul mare di Galilea, pittore"
Qui a peint Christ dans la tempête sur la mer de Galilée?,fr,"peintre, Christ dans la tempête sur la mer de Galilée"
Wie schilderde Christus in de storm op het meer van Galilea?,nl,"schilder, Christus in de storm op het meer van Galilea"
Cine a pictat Furtuna pe Marea Galileii?,ro,"Furtuna pe Marea Galileii, picta"
Which country does the creator of Miffy come from?,en,"Miffy, creator, country"
سازنده میفی اهل کدام کشور است؟,fa,سازنده، میفی، کشور
Aus welchem Land kommt der Erfinder von Nijntje?,de,"Nijntje, Erfinder, Land"
¿De qué país viene el creador de Nijntje?,es,"Njintje, creados, país"
Da quale stato proviene il creatore di Miffy?,it,"Miffy, creatore, nazione"
De quel pays vient le créateur de Miffy?,fr,"pays, créateur, Miffy"
Uit welk land komt de bedenker van Nijntje?,nl,"Nijntje, bedenker, nationaliteit"
 Din ce țara provine creatorul Miffy?,ro,"Miffy, creator, țară"
For which label did Elvis record his first album?,en,"Elvis, first, album, label"
الویس اولین آلبوم خود را با کدام ناشر موسیقی ضبط کرد؟,fa,الویس، اولین، آلبوم، ناشر موسیقی
Welche Plattenfirma hat Elvis' erstes Album aufgenommen?,de,"Elvis, erstes, Album, Plattenfirma"
¿Qué discográfica grabó el primer album de Elvis?,es,"discográfica, primer album de Elvis"
Quale casa discografica ha inciso il primo album di Elvis?,it,"Elvis, primo, album, casa discografica"
Quel est le label discographe qui a publié le premier disque d'Elvis?,fr,"label discographe, publié, premier disque, Elvis"
Bij welk platenlabel verscheen het eerste album van Elvis Presley?,nl,"platenlabel, eerste album, Elvis"
Ce casă discografică a înregistrat primul album al lui Elvis?,ro,"Elvis, prim, album, casă discografică"
Give me the birthdays of all actors of the television show Charmed.,en,"television show, Charmed, actor, birthday"
تاریخ تولد تمام بازیگران نمایش تلویزیونی چارمد را لیست کن.,fa,تاریخ تولد، بازیگران، نمایش تلویزیونی، چارمد
Gib mir die Geburtstage von allen Darstellern der Fernsehserie Charmed.,de,"Fernsehserie, Charmed, Darsteller, Geburtstag"
Dame los cumpleaños de los actores de la serie de televisión Charmed.,es,"serie televisiva, Charmed, actores, cumpleaños"
Dammi le date dei compleanni di tutti gli attori della serie televisiva Charmed.,it,"serie televisiva, Charmed, attore, compleanno"
Donnes-moi les dates de naissance des acteurs de la série télévisée Charmed.,fr,"série télévisée, Charmed, acteurs, date de naissance"
Noem de verjaardag van alle acteurs uit de televisieserie Charmed.,nl,"verjaardag, acteur, televisieserie, Charmed"
Dă-mi zilele de naștere a tuturor actorilor din serialul de televiziune Charmed,ro,"serial de televiziune, Charmed, actor, zi de naștere"
How many employees does IBM have?,en,"IBM, employees"
آی.بی.آم. چند کارمند دارد؟,fa,آی.بی.ام.، کارمند
Wieviele Angestellte hat IBM?,de,"IBM, Angestellte"
¿Cuántos empleados tiene IBM?,es,"IBM, empleados"
Quanti dipendenti ha IBM?,it,"IBM, dipendenti"
Combien d'employés a IBM?,fr,"employés, IBM"
Hoeveel medewerkers heeft IBM?,nl,"medewerkers, IBM"
Câți angajați are IBM?,ro,"IBM, angajați"
Which states border Illinois?,en,"state, border, Illinois"
ایلینوی با چه ایالت هایی هم مرز است؟,fa,ایلینوی، ایالت هایی، هم مرز
Welche Staaten grenzen an Illinois?,de,"Staat, angrenzen, Illinois"
¿Qué estados tienen frontera con Illinois?,es,"estado, frontera, Illinois"
Con quali stati confina l'Illinois?,it,"stati, confine, Illinois"
Quels sont les états voisins de l'Illinois?,fr,"états voisins, Illinois"
Welke staten grenzen aan Illinois?,nl,"staat, grenzen aan, Illinois"
Ce state formează granite cu Illinois?,ro,"stat, granite, Illinois"
In which country is the Limerick Lake?,en,"Limerick Lake, country"
دریاچه لیمریک در کدام کشور است؟,fa,دریاچه لیمریک، کشور
In welchem Land befindet sich der Limerick Lake?,de,"Limerick Lake, Land"
¿En qué país se encuentra el lago Limerick?,es,"lago Limerick, país"
In quale stato si trova il lago Limerick?,it,"lago Limerick, stato"
Dans quel pays se trouve le lac Limerick?,fr,"pays, lac Limerick"
In welk land ligt Limerick Lake?,nl,"Limerick Lake, land"
În ce țară este lacul Limerick?,ro,"lacul Limerick, țară"
Which television shows were created by John Cleese?,en,"television show, create, John Cleese"
چه نمایش های تلویزیونی توسط جان کلیز ساخته شدند؟,fa,نمایش های تلویزیونی، جان کلیز، ساخته
Welche Fernsehserien hat John Cleese entworfen?,de,"Fernsehserie, entwerfen, John Cleese"
¿Qué series televisivas ideó John Cleese?,es,"serie televisica, ideó, John Cleese"
Quali serie televisive sono state create dalla John Cleese?,it,"serie televisiva, ideata, John Cleese?"
Quelles séries télevisées ont été créées par John Cleese?,fr,"séries télevisées, créées, John Cleese"
Welke televisieseries werden bedacht door John Cleese?,nl,"televisieserie, bedacht, John Cleese"
Ce seriale de televiziune au fost create de John Cleese?,ro,"serial de televiziune, creat, John Cleese"
Which mountain is the highest after the Annapurna?,en,"mountain, highest after, Annapurna"
بلندترین کوه پس از آناپورنا چیست؟,fa,بلندترین، کوه، پس از، آناپورنا
Was ist der höchste Berg nach dem Annapurna?,de,"Berg, höchster nach, Annapurna"
¿Cuál es la montaña más alta después del Annapurna?,es,"montaña, más alta después de, Annapurna"
Qual è la montagna più alta dopo l'Annapurna?,it,"montagna, più alta dopo, Annapurna"
Quelle est la montagne la plus haute après l'Annapurna?,fr,"montagne, la plus haute, Annapurna"
Welke berg is na de Annapurna de hoogste berg?,nl,"berg, hoogste na, Annapurna"
Care este cel mai înalt munte după Annapurna?,ro,"munte, cel mai înalt după, Annapurna"
In which films directed by Garry Marshall was Julia Roberts starring?,en,"film, directed, Garry Marshall, starring, Julia Roberts"
در چه فیلمی که توسط گری مارشال کارگردانی شد جولیا رابرتس بازی کرد؟,fa,فیلمی، گری مارشال، کارگردانی، جولیا رابرتس، بازی
"In welchem Filmen, bei denen Garry Marshall Regie geführt hat, hat Julia Roberts mitgespielt?",de,"Film, Regie, Garry Marshall, mitspielen, Julia Roberts"
