questions,lang,keywords
Wie is de echtgenoot van Amanda Palmer?,nl,"Amanda Palmer, echtgenoot"
Cine este soțul Amandei Palmer?,ro,"Amanda Palmer, soț"
Give me all breeds of the German Shepherd dog.,en,"breed, German Shepherd dog"
Gib mir alle Schäferhundrassen.,de,Schäferhundrasse
Dame todas las razas de pastor alemán.,es,razas de pastor alemán
Dammi tutte le razze del pastore tedesco.,it,"razza, pastore tedesco"
Donnes-moi toutes les races de bergers allemands.,fr,"races, bergers allemands"
Noem alle soorten Duitse herders.,nl,"Duitse herder, soort"
Dă-mi toate rasele câinelui Ciobănesc German.,ro,"rasă, câine Ciobănesc German"
Which cities does the Weser flow through?,en,"Weser, flow through, city"
Durch welche Städte fließt die Weser?,de,"Weser, fließen, Stadt"
¿Por qué ciudades pasa el río Weser?,es,"cuidad, pasa, Weser"
Attraverso quali città scorre il fiume Weser?,it,"città, scorrere, fiume Weser"
Quels sont les villes traversées par la Weser?,fr,"villes, traverser, Weser"
Door welke steden loopt de Weser?,nl,"stad, loopt door, Weser"
Ce orașe străbate Weserul?,ro,"Weser, străbate, oraș"
Which countries are connected by the Rhine?,en,"Rhine, country"
Welche Länder verbindet der Rhein?,de,"Rhein, Land"
¿Qué países une el Rhin?,es,"Rhin, une, países"
Quali stati sono collegati dal Reno?,it,"Reno, collegare, stati"
Quels sont les pays connectés pas le Rhin?,fr,"pays connectés, Rhin"
Welke landen worden door de Rijn verbonden?,nl,"land, Rijn"
Ce țări sunt unite de Rin?,ro,"Rin, țară"
Which professional surfers were born in Australia?,en,"professional surfer, born, Australia"
Welche Profisurfer wurden in Australien geboren?,de,"Profisurfer, geboren, Australien"
¿Qué surfistas profesionales nacieron en Australia?,es,"surfista profesional, nacido, Australia"
Quali surfisti professionisti sono nati in Australia?,it,"surfista professionista, nato, Australia"
Quels surfeurs professionels sont nés en Australie?,fr,"surfeurs professionels, Australie"
Welke professionele surfers werden geboren in Australië?,nl,"professionele surfer, Australië"
Ce surferi profesioniști s-au născut în Australia?,ro,"surfer profesionist, născut, Australia"
What is the average temperature on Hawaii?,en,"Hawaii, average temperature"
Was ist die Durchschnittstemperatur auf Hawaii?,de,"Hawaii, Durchschnittstemperatur"
¿Cuál es la temperature media en Hawaii?,es,"temperature media, Hawayii"
Qual è la temperatura media nelle Hawaii?,it,"temperatura media, Hawaii"
Quelle est la température moyenne à Hawaii?,fr,"température moyenne, Hawaii"
Wat is de gemiddelde temperatuur op Hawaii?,nl,"gemiddelde temperatuur, Hawaii"
Care este temperatura medie în Hawaii?,ro,"Hawaii, temperatura medie"
In which UK city are the headquarters of the MI6?,en,"MI6, headquarters, city, UK"
In welcher Stadt im Vereinigten Königreich ist das Hauptquartier des MI6?,de,"MI6, Hauptquartier, Stadt, Vereinigtes Königreich"
¿En qué ciudad del reino unido se encuentra el cuartel genetal del MI6?,es,"MI6, cuartel general, ciudad, reino unido"
In quale città del Regno Unito si trova il quartier generale del MI6?,it,"MI6, quartier generale, città, Regno Unito"
Dans quelle ville anglaise se trouvent les quartiers genéraux du MI6?,fr,"ville anglaise, quartiers genéraux, MI6"
In welke Britse stad is het hoofdkwartier van MI6 gevestigd?,nl,"MI6, hoofdkwartier, Britse stad"
În care oraș din Regatul Unit se află cartierul general al MI6?,ro,"MI6, cartier general, oraș, Regatul Unit"
Which other weapons did the designer of the Uzi develop?,en,"Uzi, designer, develop, weapon"
Welche anderen Waffen hat der Erfinder der Uzi entwickelt?,de,"Uzi, Erfinder, Waffe"
¿Qué otras armas desarrolló el inventor del Uzi?,es,"Uzi, inventor, otras armas"
Quali altre armi sono state progettate dall'inventore dell'Uzi?,it,"Uzi, inventore, progettare, arma"
Quels autres armes ont été developées par l'inventeur de l'Uzi?,fr,"armes, developées, inventeur de l'Uzi"
Welke andere wapens heeft de uitvinder van de Uzi ontwikkeld?,nl,"Uzi, uitvinder, wapens"
Ce alte arme a realizat proiectantul Uzi?,ro,"Uzi, proiectant, realiza, armă"
Who created Goofy?,en,"created, Goofy"
Wer hat Goofy erfunden?,de,"erfinden, Goofy"
¿Quién es el creador de Goofy?,es,"creador, Goofy"
Chi è il creatore di Pippo?,it,"creatore, Pippo"
Qui est le créateur de Goofy?,fr,"Goofy, créateur"
Wie bedacht Goofy?,nl,"bedenker, Goofy"
Cine l-a creat pe Goofy?,ro,"creat, Goofy"
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,en,"Cuban Missile Crisis, earlier, Bay of Pigs Invasion"
War die Kubakrise vor der Schweinebuchtinvasion?,de,"Kubakrise, vor, Schweinebuchtinvasion"
¿Fué la crisis de cuba antes de la invasión de bahía de cochinos?,es,"crísis de cuba, anterior a la invasión de bahía de cochinos?"
La crisi dei missili di Cuba avvenne prima dello sbarco nella Baia dei Porci?,it,"Crisi dei missili di Cuba, precedente, sbarco nella Baia dei Porci"
La crise des missiles de Cuba a-t-elle eu lieu avant the débarquement de la baie des Cochons?,fr,"Débarquement de la baie des Cochons, crise des missiles de Cuba"
Was de Cubacrisis eerder dan de invasie in de Varkensbaai?,nl,"Cubacrisis, eerder dan, invasie in de Varkensbaai"
A avut loc mai devreme Criza rachetelor din Cuba decât Invazia din Golful Porcilor?,ro,"Criza rachetelor din Cuba, mai devreme, Invazia din Golful Porcilor"
Give me all islands that belong to Japan.,en,"islands, Japan"
"Gib mir alle Inseln, die zu Japan gehören.",de,"Inseln, Japan"
Dame todas la islas que pertenezcan a Japón.,es,"islias, Japón"
Dammi tutte le isole che appartengono al Giappone.,it,"isole, Giappone"
Donnes-moi toutes les îles qui appartiennent aux Japon.,fr,"îles, Japon"
Geef alle eilanden die behoren tot Japan.,nl,"eilanden, Japan"
Dă-mi toate insulele care aparțin Japoniei.,ro,"insule, Japonia"
Who invented the zipper?,en,"invent, zipper"
Wer hat den Reisverschluss erfunden?,de,"erfinden, Reisverschluss"
¿Quién inventó la cremallera?,es,"inventor, cremallera"
Chi ha inventato la cerniera lampo?,it,"inventare, cerniera lampo"
Qui a inventé la fermeture éclair?,fr,"inventé, fermeture éclair"
Wie heeft de ritssluiting uitgevonden?,nl,"ritssluiting, uitvinder"
Cine a inventat fermoarul?,ro,"inventa, fermoar"
What is the ruling party in Lisbon?,en,"Lisbon, ruling party"
Welche Partei regiert in Lissabon?,de,"Lissabon, regieren, Partei"
¿Qué partido gobierna en Lisboa?,es,"Lisboa, gobierna, partido"
Qual è il partito che governa Lisbona?,it,"Lisbona, governa, partito"
Quel est le parti au pouvoir à Lisbonne?,fr,"parti au pouvoir, Lisbonne"
Welke partij is aan de macht in Lissabon?,nl,"Lissabon, partij, aan de macht"
Care este partidul la putere în Lisabona?,ro,"Lisabona, partid la putere"
What are the nicknames of San Francisco?,en,"San Francisco, nickname"
Was sind die Spitznamen von San Francisco?,de,"San Francisco, Spitzname"
¿Cuál es el apodo de San Francisco?,es,"San Francisco, apodo"
Quali sono i soprannomi di San Francisco?,it,"San Francisco, soprannome"
Quels sont les surnoms de San Francisco?,fr,"surnoms, San Francisco"
Wat zijn bijnamen van San Francisco?,nl,"bijnaam, San Francisco"
Care sunt poreclele pentru San Francisco?,ro,"San Francisco, poreclă"
Which Greek goddesses dwelt on Mount Olympus?,en,"Greek goddess, dwell, Mount Olympys"
Welche griechischen Göttinnen bewohnten den Olymp?,de,"griechische Göttin, bewohnen, Olymp"
¿Qué diosas griegas habitan el Olimpo?,es,"diosas griegas, habitan, Olimpo"
Quale dea greca risiedeva sul monte Olimpo?,it,"dea, greca, risiedere, Olimpo"
Quelles déesses grecques habitent sur l'Olympe?,fr,"déesses grecques, habitent, Olympe"
Welke Griekse godinnen woonden op de Olympus?,nl,"Griekse godin, bewonen, Olympus"
 Care zeiță greacă a locuit pe Muntele Olimp?,ro,"zeiță greacă, locui, Muntele Olimp"
When were the Hells Angels founded?,en,"Hells Angels, founded"
Wann wurden die Hells Angels gegründet?,de,"Hells Angels, gründen"
¿Cúando se fundaron los Hells Angels?,es,"Hells Angels, fundación"
Quando si sono formati gli Hells Angels?,it,"Hells Angels, formati"
Quand ont-été fondé les Hells Angels?,fr,"fondé, Hells Angels"
Wanneer zijn de Hells Angels opgericht?,nl,"Hells Angels, opgericht"
Când a fost înființată Hell Angels?,ro,"Hell Angels, înființat"
Give me all Apollo 14 astronauts.,en,"astronaut, Apollo 14"
Gib mir alle Apollo-14-Astronauten.,de,"Astronaut, Apollo 14"
Dame todos los astronautas de Apolo 14?,es,"astronautas, Apolo 14"
Dammi gli astronauti dell'Apollo 14.,it,"astronauta, Apollo 14"
Donnes-moi tous les astronautes d'Apollo 14.,fr,"astronautes, Apollo 14"
Geef de astronauten van Apollo 14.,nl,"astronaut, Apollo 14"
Dă-mi toți astronauții Apollo 14.,ro,"astronaut, Apollo 14"
What is the time zone of Salt Lake City?,en,"Salt Lake City, time zone"
In welcher Zeitzone liegt Salt Lake City?,de,"Salt Lake City, Zeitzone"
¿En qué zona horaria se encuentra Salt Lake City?,es,"Salt Lake City, zona horaria"
In quale fuso orario si trova Salt Lake City?,it,"Salt Lake City, fuso orario"
Quel est le fuseau horaire de Salt Lake City?,fr,"fuseau horaire, Salt Lake City"
In welke tijdzone ligt Salt Lake City?,nl,"Salt Lake City, tijdzone"
Care este fusul orar din Salt Lake City?,ro,"Salt Lake City, fus orar"
Which U.S. states are in the same time zone as Utah?,en,"U.S. state, same, time zone, Utah"
Welche US-Bundesstaaten liegen in derselben Zeitzone wie Utah?,de,"US-Bundesstaat, dieselbe, Zeitzone, Utah"
¿Qué estados americanos se encuentran en la misma zona que Utah?,es,"estado americano, misma zona horaria, Utah"
Quali stati degli Stati Uniti d'America si trovano nello stesso fuso orario dello Utah?,it,"stato degli Stati Uniti d'America, stesso, fuso orario, Utah"
Quels états américains sont dans le même fuseau horaire que l'Utah?,fr,"états américains, même fuseau horaire, Utah"
Welke staten van de Verenigde Staten liggen in dezelfde tijdzone als Utah?,nl,"Utah, zelfde tijdzone, staat van de Verenigde Staten"
Care state americane sunt pe același fus orar ca Utah?,ro,"stat american, același, fus orar, Utah"
Give me the capitals of all countries in Africa.,en,"Africa, country, capital"
Gib mir die Haupstädte von allen Ländern in Afrika.,de,"Afrika, Land, Hauptstadt"
Dame las capitales de todos los países africanos.,es,"países, africanos, capital"
Dammi le capitali di tutti gli stati dell'Africa.,it,"Africa, stato, capitale"
Donnes-moi la capitale de chaque pays d'Afrique.,fr,"capitale, pays, Afrique"
Noem de hoofdsteden van alle landen in Afrika.,nl,"Africa, land, hoof"
Dă-mi capitalele tuturor țărilor din Africa.,ro,"Africa, țară, capitală"
Give me a list of all lakes in Denmark.,en,"lake, Denmark"
Gib mir eine Liste aller Seen in Dänemark.,de,"See, Dänemark"
Dame una lista de todos los lagos en Dinamarca.,es,"lista, lagos, Dinamarca"
Dammi una lista di tutti i laghi della Danimarca.,it,"lago, Danimarca"
Donnes-moi tous les lacs du Danemark.,fr,"lacs, Danemark"
Noem alle meren in Denemarken.,nl,"meer, Denemarken"
Dă-mi o listă a tuturor lacurilor din Danemarca.,ro,"lac, Danemarca"
How many missions does the Soyuz programme have?,en,"how many, mission, Soyuz programme"
Wieviele Missionen umfasst das Soyuz-Programm?,de,"wieviele, Mission, Soyuz-Programm"
¿Cuántas misiones tiene el programa Soyuz?,es,"cuántas, misiones, programa Soyuz"
Quante missioni ha il programma Sojuz?,it,"quante missioni, programma Sojuz"
Donne-moi le nombre de missions Soyouz.,fr,"combien, vols, le programme Soyouz"
Hoeveel missies zijn er in het Soyuz programma?,nl,"hoeveel, missie, Soyuz programma"
Câte misiuni are programul Soyuz?,ro,"câte, misiune, programul Soyuz"
Did Socrates influence Aristotle?,en,"Socrates, influence, Aristotle"
Hat Sokrates Aristoteles beeinflusst?,de,"Sokrates, beeinflussen, Aristoteles"
¿Tuvo Sócrates influencia sobre Aristóteles?,es,"Sócrates, influencia, Aristóteles"
Socrate ha influenzato Aristotele?,it,"Socrate, influenzare, Aristotele"
Socrate a-t-il influencé Aristote?,fr,"Socrate, influencer, Aristote"
Beïnvloedde Socrates Aristoteles?,nl,"beïnvloeden, Socrates, Aristoteles"
L-a influențat Socrate pe Aristotel?,ro,"Socrate, influență, Aristotel"
Give me all Danish movies.,en,"movie, Denmark"
Gib mir alle dänischen Filme.,de,"Film, Dänemark"
Dame todas las películas danesas.,es,"película, Dinamarca"
Dammi tutti i film danesi.,it,"film, Danimarca"
Donnes-moi tous les films danois.,fr,"films, Danemark"
Noem alle Deense films.,nl,"film, Denemarken"
Dă-mi toate filmele daneze.,ro,"film, Danemarca"
Give me all launch pads operated by NASA.,en,"launch pad, operate, NASA"
Gib mir alle von der NASA betriebenen Startrampen.,de,"Startrampe, betreiben, NASA"
Dame todas las plataformas de lanzamiento operadas por la NASA.,es,"plataforma de lanzamiento, operada por la NASA"
Dammi tutte le rampe di lancio gestite dalla NASA.,it,"rampa di lancio, gestire, NASA"
Donnes-moi toutes les rampes de lancements des Etats-unis.,fr,"rampes de lancements, Etats-unis"
Noem alle lanceerplatformen van de NASA.,nl,"lanceerplatform, NASA"
Dă-mi toate rampele de lansare operate de către NASA.,ro,"rampă de lansare, operat, NASA"
Which instruments does Cat Stevens play?,en,"Cat Stevens, instrument"
Welche Instrumente spielt Cat Stevens?,de,"Cat Stevens, Instrument"
¿Qué instrumentos tocaba Cat Stevens?,es,"Cat Stevens, instrumento, tocaba"
Quali strumenti suona Cat Stevens?,it,"Cat Stevens, strumenti"
Quels instruments joue Cat Stevens?,fr,"Cat Stevens, instrument"
Welke instrumenten speeld Cat Stevens?,nl,"Cat Stevens, instrument"
La ce instrumente cântă Cat Stevens?,ro,"Cat Stevens, instrument"
Which ships were called after Benjamin Franklin?,en,"ship, called after, Benjamin Franklin"
Welche Schiffe wurden nach Benjamin Franklin benannt?,de,"Schiff, benannt, Benjamin Franklin"
¿Qué barcos fueron bautizados en honor a Benjamin Franklin?,es,"barco, bautizado, honor, Benjamin Franklin"
Quali navi sono state battezzate in onore di Benjamin Franklin?,it,"navem battezzare, onore, Benjamin Franklin"
Quels bâteaux portent le nom de Benjamin Franklin?,fr,"bâteaux, nom, Benjamin Franklin"
Welke schepen zijn genoemd naar Benjamin Franklin?,nl,"schip, genoemd naar, Benjamin Franklin"
Ce nave au fost numite după Benjamin Franklin?,ro,"navă, numit după, Benjamin Franklin"
Who are the parents of the wife of Juan Carlos I?,en,"Juan Carlos I, wife, parents"
Wer sind die Eltern der Frau von Juan Carlos I?,de,"Juan Carlos I, Frau, Eltern"
¿Quién son los padres de la esposa de Juan Carlos I?,es,"padres, esposa, Juan Carlos I"
Chi sono i genitori della moglie di Juan Carlos I?,it,"Juan Carlos I, moglie, genitori"
Qui sont les parents de l'épouse de Juan Carlos Ier?,fr,"parents, épouse, Juan Carlos Ier"
Hoe heten de ouders van de vrouw van Juan Carlos I?,nl,"ouders, vrouw van, Juan Carlos I"
Cine sunt părinții soției lui Juan Carlos I?,ro,"Juan Carlos I, soție, părinți"
How many employees does Google have?,en,"Google, employees"
Wieviele Angestellte hat Google?,de,"Google, Angestellte"
¿Cuántos empleados tiene Google?,es,"Google, empleados"
Quanti dipendenti ha Google?,it,"Google, dipendenti"
Combien d'employés a Google?,fr,"Nombre d'employés, Google"
Hoeveel werknemers heeft Google?,nl,"werknemers, Google"
Câți angajați are Google?,ro,"Google, angajați"
Did Tesla win a nobel prize in physics?,en,"Tesla, nobel prize, physics"
Hat Tesla den Nobelpreis für Physik gewonnen?,de,"Tesla, Nobelpreis, Physik"
¿Obtuvo Tesla el premio nobel de física?,es,"Tesla, premio nobel, física"
Tesla ha vinto un premio Nobel per la fisica?,it,"Tesla, premio nobel, fisica"
Tesla a-t-il recu le prix Nobel?,fr,"Tesla, recu, prix Nobel"
Heeft Tesla ooit de Nobelprijs voor de Natuurkunde gewonnen?,nl,"Nobelprijs voor de Natuurkunde, Tesla"
A câștigat Tesla un premiu Nobel pentru fizică?,ro,"Tesla, premiu Nobel, fizică"
Give me all cities in New Jersey with more than 100000 inhabitants.,en,"New Jersey, city, inhabitants, more than 100000"
"Gib mir alle Städte in New Jersey, die mehr als 100000 Einwohner haben.",de,"New Jersey, Stadt, Einwohner, mehr als 100000"
Dame todas las cuidades en New Jersey que tengan más de 100000 habitantes.,es,"New Jersey, ciudad, habitantes, más de 100000"
Dammi tutte le città del New Jersey con più di 100000 abitanti.,it,"New Jersey, città, abitanti, più di 100000"
Donnes-moi toutes les villes du New Jersey avec plus de 100000 habitants.,fr,"New Jersey, villes, habitants, plus de 100000"
Geef alle steden in New Jersey met meer dan 100000 inwoners.,nl,"New Jersey, stad, inwoners, meer dan 100000"
Dă-mi toate orașele din New Jersey cu mai mult de 100000 de locuitori.,ro,"New Jersey, oraș, locuitori, mai mult de 100000"
Is Rita Wilson the wife of Tom Hanks?,en,"Rita Wilson, wife, Tom Hanks"
Ist Rita Wilson die Frau von Tom Hanks?,de,"Rita Wilson, Frau, Tom Hanks"
¿Es Rita Wilson la esposa de Tom Hanks?,es,"Rita Wilson, esposa, Tom Hanks"
Rita Wilson è la moglie di Tom Hanks?,it,"Rita Wilson, moglie, Tom Hanks"
Rita Wilson est-elle l'épouse de Tom Hanks?,fr,"Rita Wilson, épouse, Tom Hanks"
Is Rita Wilson de vrouw van Tom Hanks?,nl,"Rita Wilson, vrouw, Tom Hanks"
Este Rita Wilson soția lui Tom Hanks?,ro,"Rita Wilson, soție, Tom Hanks"
When was the Statue of Liberty built?,en,"Statue of Liberty, built"
Wann wurde die Freiheitsstatue erbaut?,de,"Freiheitsstatue, erbauen"
¿Cuándo fue construída la estatua de la libertad?,es,"estatua de la libertad, construída"
Quando è stata costruita la Statua della Libertà?,it,"Statua della Libertà, costruire"
Quand a-t-été construit la statue de la liberté?,fr,"statue de la liberté, construit"
Wanneer werd het Vrijheidsbeeld gebouwd?,nl,"Vrijheidsbeeld, gebouwd"
Când a fost construită Statuia Libertății?,ro,"Statuia Libertății, construit"
In which U.S. state is Fort Knox located?,en,"Fort Knox, located, U.S. state"
In welchem US-Bundesstaat liegt Fort Knox?,de,"Fort Knox, liegen, US-Bundesstaat"
¿En qué estado american se encuentra Fort Knox?,es,"Fort Knox, se encuentra, estado americano"
In quale stato americano si trova Fort Knox?,it,"Fort Knox, trovarsi, stato americano"
Dans quel état américain se trouve Fort Knox?,fr,"état américain, Fort Knox"
In welke staat van de Verenigde Staten ligt Fort Knox?,nl,"Fort Knox, staat van de Verenigde Staten, ligt"
În ce stat american este situat Fort Knox?,ro,"Fort Knox, situat, stat american"
How many children did Benjamin Franklin have?,en,"Benjamin Franklin, child"
Wieviele Kinder hatte Benjamin Franklin?,de,"Benjamin Franklin, Kind"
¿Cuántos hijos tuvo Benjamin Franklin?,es,"Benjamin Franklin, hijos"
Quanti figli ebbe Benjamin Franklin?,it,"Benjamin Franklin, figlio"
Combien d'enfants Benjamin Franklin avait-il?,fr,"nombre d'enfants, Benjamin Franklin"
Hoeveel kinderen had Benjamin Franklin?,nl,"Benjamin Franklin, kinderen, hoeveel"
Câți copii a avut Benjamin Franklin?,ro,"Benjamin Franklin, copil"
When did Michael Jackson die?,en,"Michael Jackson, die"
Wann starb Michael Jackson?,de,"Michael Jackson, gestorben"
¿Cuándo murió Michael Jackson?,es,"Michael Jackson, muerto"
Quando è morto Michael Jackson?,it,"Michael Jackson, morto"
Quand mourut Michael Jackson?,fr,"Michael Jackson, mort"
Wanneer overleed Michael Jackson?,nl,"overleden, Michael Jackson"
Când a murit Michael Jackson?,ro,"Michael Jackson, muri"
Which Chess players died in the same place they were born in?,en,"chess players, British earl, die, same, place, born"
"Welche Schachspieler starben an den gleichen Orten, an denen sie geboren wurden?",de,"Schachspieler, gestorben, gleich, Ort, geboren"
¿Qué jugadores de ajedrez murieron en sus lugares de nacimiento?,es,"jugadores de ajedrez, murieron, lugar de nacimiento"
Quali giocatori di scacchi morirono nel loro luogo di nascita?,it,"giocatori di scacchi, morire, stesso, posto, nate"
Quels joueurs d'échecs moururent dans leur ville de naissance?,fr,"joueurs d'échecs, mort, ville de naissance"
Welke schakers stierven in hun geboorteplaats?,nl,"schakers, sterf, in geboorteplaats"
Care jucători de șah au murit în același loc în care s-au născut?,ro,"jucători de șah, British earl, murit, același, loc, născut"
List the children of Margaret Thatcher.,en,"Margaret Thatcher, child"
Liste die Kinder von Margaret Thatcher auf.,de,"Margaret Thatcher, Kind"
Dame una lista de los hijos de Margaret Thatcher.,es,"Margaret Thatcher, hijos"
Elenca i figli di Margaret Thatcher.,it,"Margaret Thatcher, figlio"
Donnes-moi tous les enfants de Margaret Thatcher.,fr,"enfants, Margaret Thatcher"
Noem alle kinderen van Margaret Thatcher.,nl,"kinderen, Margaret Thatcher"
Enumeră copiii lui Margaret Thatcher.,ro,"Margaret Thatcher, copil"
Who was called Frank The Tank?,en,"called, Frank The Tank"
Wer wurde Frank The Tank genannt?,de,"nennen, Frank The Tank"
¿Quién era llamado Frank The Tank?,es,"llamado, Frank The Tank"
Chi venne chiamato Frank The Tank?,it,"chiamare, Frank The Tank"
Qui était surnommé Frank The Tank?,fr,"surnommé, Frank The Tank"
Wie werd er Frank The Tank genoemd?,nl,"Frank The Tank, bijnaam"
Cine era numit Frank The Tank?,ro,"numit, Frank The Tank"
Was Margaret Thatcher a chemist?,en,"Margaret Thatcher, chemist"
War Margaret Thatcher Chemikerin?,de,"Margaret Thatcher, Chemikerin"
¿Fue Margaret Thatcher química?,es,"Margret Thatcher, química"
Margaret Thatcher era un chimico?,it,"Margaret Thatcher, chimico"
Margaret Thatcher était-elle une chimiste?,fr,"Margaret Thatcher, chimiste"
Was Margaret Thatcher een chemicus?,nl,"Margaret Thatcher, chemicus"
A fost Margaret Thatcher un chimist?,ro,"Margaret Thatcher, chimist"
Was Marc Chagall a jew?,en,"Marc Chagall, jew"
War Marc Chagall ein Jude?,de,"Marc Chagall, Jude"
¿Fué Marc Chagall judío?,es,"Marc Chagall, judío"
Marc Chagall era ebreo?,it,"Marc Chagall, ebreo"
Etait Marc Chagall juif?,fr,"Marc Chagall, juif"
Was Marc Chagall joods?,nl,"Marc Chagall, joods"
A fost Marc Chagall un evreu?,ro,"Marc Chagall, evreu"
Which museum exhibits The Scream by Munch?,en,"museum, Scream, Munch"
In welchem Museum ist Der Schrei von Munch ausgestellt?,de,"Museum, Schrei, Munch"
¿En qué museo está expuesto el Grito de Munch?,es,"museo, El Grito, Munch"
In quale museo è esposto l'Urlo di Munch?,it,"museo, l'Urlo, Munch"
Dans quel musée est exposé Le Cri de Munch?,fr,"musée, le Cri, Munch"
In welk museum hangt De Schreeuw van Munch?,nl,"museum, De Schreeuw, Munch"
În ce muzeu este expus “Strigătul” lui Munch?,ro,"muzeu, Strigătul, Munch"
Give me all books by William Goldman with more than 300 pages.,en,"book, William Goldman, pages, more than 300"
Gib mir alle Bücher von William Goldman mit mehr als 300 Seiten.,de,"Buch, William Goldman, Seiten, mehr als 300"
Dame todos los libros de Wiliam Goldman con más de 300 páginas.,es,"libro, William Goldman, más de 300 páginas"
Dammi tutti i libri di Wiliam Goldman con più di 300 pagine.,it,"libro, Wiliam Goldman, pagine, più di 300"
Donnes-moi tous les livres de William Goldman avec plus de 300 pages.,fr,"livres, William Goldman, plus de 300 pages"
Geef alle boeken van William Goldman met meer dan 300 pagina's.,nl,"boeken, William Goldman, meer dan 300 pagina's"
Dă-mi toate carțile de William Glodman cu mai mult de 300 de pagini.,ro,"carte, William Goldman, pagini, mai mult de 300"
Which books by Kerouac were published by Viking Press?,en,"book, Kerouac, publish, Viking Press"
Welche Bücher von Kerouac wurden von Viking Press verlegt?,de,"Buch, Kerouac, verlegen, Viking Press"
¿Qué libros de Kerouac han sido publicados por Viking Press?,es,"libro, Kerouac, publicado, Viking Press"
Quali libri di Kerouac furono pubblicati da Viking Press?,it,"libro, Kerouac, pubblicare, Viking Press"
Quels lives de Kerouac ont été publiés par Viking Press?,fr,"lives de Kerouac, publiés, Viking Press"
Welke boeken van Jack Kerouac werden uitgegeven door Viking Press?,nl,"boek, Jack Kerouac, uitgever, Viking Press"
Ce cărți de Kerouac a fost publicate de Viking Press?,ro,"carte, Kerouac, publica, Viking Press"
Give me a list of all American inventions.,en,American invention
Gib mir eine Liste aller amerikanischen Erfindungen.,de,amerikanische Erfindung
Dame una lista de todos los inventos americanos.,es,inventos americanos
Dammi la lista delle invenzioni americane.,it,invenzioni americane
Donnes-moi la liste de toutes les inventions américaines.,fr,inventions américaines
Geef een lijst van alle Amerikaanse uitvindingen.,nl,Amerikaanse uitvinding
Dă-mi o listă a tuturor invențiilor americane.,ro,invenție americană
How high is the Mount Everest?,en,"Mount Everest, high"
Wie hoch ist der Mount Everest?,de,"Mount Everest, hoch"
¿Qué alto es el Monte Everest?,es,"Monte Everest, altura"
Quanto è alto il Monte Everest?,it,"Monte Everest, altezza"
Quelle est l'altitude du Mont Everest?,fr,"altitude, Mont Everest"
Hoe hoog is de Mount Everest?,nl,"hoogte, Mount Everest"
Ce altitudine are muntele Everest?,ro,"muntele Everest, altitudine"
Who created the comic Captain America?,en,"comic, Captain America, create"
Wer hat den Comic Captain America erfunden?,de,"Comic, Captain America, erfinden"
¿Quién creó el comic Capitán América?,es,"creador, comic, Capitán América"
Chi ha creato il fumetto Capitan America?,it,"creatore, fumetto, Capitan America"
Qui a créé la bande dessinée Captain America?,fr,"bande dessinée, créer, Captain America"
Wie schreef het stripverhaal Captain America?,nl,"auteur, stripverhaal, Captain America"
Cine a creat banda desenată Captain America?,ro,"bandă desenată, Captain America, creat"
How many people live in the capital of Australia?,en,"Australia, capital, people, live"
Wieviele Menschen leben in der Hauptstadt Australiens?,de,"Australien, Hauptstadt, Menschen, leben"
¿Cuánta gente vive en la capital de Australia?,es,"Australia, capital, habitantes"
Quante persone vivono nella capitale dell'Australia?,it,"Australia, capitale, abitanti"
Quel est le nombre d'habitants de la capitale de l'Australie?,fr,"nombre d'habitants, capitale, Australie"
Hoeveel mensen wonen er in de hoofdstad van Australië?,nl,"inwoners, hoofdstad van Australië"
Câți oameni locuiesc in capitala Australiei?,ro,"Australia, captital, oameni, locui"
What is the largest city in Australia?,en,"Australia, largest city"
Was ist die größte Stadt in Australien?,de,"Australien, größte Stadt"
¿Cuál es la cuidad más grande de Australia?,es,"Australia, ciudad más grande"
Qual è la città più grande d'Australia?,it,"Australia, città più grande"
Quelle est la plus grande ville d'Australie?,fr,"plus grande ville, Australie"
Wat is de grootste stad van Australië?,nl,"grootste stad, Australië"
Care este cel mai mare oraș din Australia?,ro,"Australia, cel mai mare oraș"
Who composed the music for Harold and Maude?,en,"Harold and Maude, compose, music"
Wer hat die Musik für Harold und Maude komponiert?,de,"Harold und Maude, komponieren, Musik"
¿Quién compuso la música para Harold y Maude?,es,"Harold y Maude, música, compositor"
Chi ha composto la musica per Harold e Maude?,it,"Harold e Maude, compositore, musica"
Qui a composé la musique de Harold et Maude?,fr,"composé, musique, Harold et Maude"
Wie componeerde de muziek voor Harold and Maude,nl,"componist, Harold and Maude"
Cine a compus coloana sonoră pentru Harold și Maude?,ro,"Harold și Maude, compune, coloana sonoră"
Which films starring Clint Eastwood did he direct himself?,en,"film, starring, direct, Clint Eastwood"
Bei welchen Filmen mit Clint Eastwood hat er selber Regie geführt?,de,"Film, Clint Eastwood, Regie"
¿En qué películas con Clint Eastwood están dirigidas por él mismo?,es,"películas, Clint Eastwood, director"
Quali film con Clint Eastwoon erano diretti da lui stesso?,it,"film, recitare, dirigere, Clint Eastwood"
Dans quels films de Client Eastwood joue Clint Eastwood?,fr,films de Client Eastwood où joue Clint Eastwood
"Welke films waarin Clint Eastwood speelde, werden ook door hem geregisseerd?",nl,"film, Clint Eastwood, regisseur, acteur"
