questions,lang,keywords
Which companies work in the aerospace industry as well as on nuclear reactor technology?,en,"company, aerospace industry, nuclear reactor technology"
Welche Unternehmen sind sowohl in der Luft- und Raumfahrt als auch im Bereich der Reaktortechnologie tätig?,de,"Unternehmen, Luft- und Raumfahrt, Reaktortechnologie"
¿Qué empresas aerospaciales trabajar también en en tecnología de reactores?,es,"empresas, areospaciales, tecnología de reactores"
Quali aziende lavorano sia nell'industria aerospaziale che sulle tecnologie dei reattori nucleari?,it,"azienda, industria aerospaziale, tecnologia dei reattori nucleari"
Quelles companies travaillent dans l'aérospatial et dans les réacteurs nucléaires?,fr,"companies, aérospatial, réacteurs nucléaires"
Welke bedrijven zijn zowel actief in de ruimtevaartindustrie als in de nucleaire industrie?,nl,"bedrijf, ruimtevaartindustrie, nucleaire industrie"
Which state of the USA has the highest population density?,en,"state, USA, population density, highest"
Welcher Staat in den USA hat die höchste Bevölkerungsdichte?,de,"Staat, USA, Bevölkerungsdichte, höchste"
¿Que estado de los estados unidos de america tiene la mayor densidad de población?,es,"estado, estados unidos de america, densidad de población"
Quale stato appartenente agli Stati Uniti d'America ha la densità di popolazione maggiore?,it,"stato, Stati Uniti d'America, maggiore densità di popolazione"
Quel état des Etats-Unis a la plus haute densité de population?,fr,"densité de population, état des Etats-Unis"
Welke deelstaat van de Verenigde Staten heeft de hoogste bevolkingsdichtheid?,nl,"deelstaat van de Verenigde Staten, hoogste bevolkingsdichtheid"
Is the wife of president Obama called Michelle?,en,"Obama, president, wife, called, Michelle"
Heißt die Frau von Präsident Obama Michelle?,de,"Obama, Präsident, Frau, heißen, Michelle"
¿La mujer del presidente Obama se llama Michelle?,es,"mujer, presidente, Obama, se lamma, Michelle"
La moglie del presidente Obama si chiama Michelle?,it,"moglie, presidente, Obama, si chiama, Michelle"
L'épouse du président Obama s'appelle-t-elle Michelle?,fr,"épouse, Obama, Michelle, appelle"
Heet de echtgenote van president Barack Obama Michelle?,nl,"echtgenote, Barack Obama, Michelle"
What is the highest mountain?,en,"mountain, highest"
Was ist der höchste Berg?,de,"höchster, Berg"
¿Cuál es la montaña más alta?,es,"montaña, más alta"
Qual è la montagna più alta?,it,"montagna, più alta"
Quelle est la montagne la plus haute?,fr,"montagne, la plus haute"
Wat is de hoogste berg?,nl,hoogste berg
Give me all Canadian Grunge record labels.,en,"record label, Canadian, Grunge"
Gib mir alle kanadischen Grunge-Plattenfirmen.,de,"kanadisch, Plattenfirma, Grunge"
Dame todos las empresas canadienses productoras de música Grunge.,es,"empresa productora de música, canadiense, Grunge"
Dammi tutti i produttori canadesi di musica Grunge.,it,"produttore di musica, canadese, Grunge"
Donnes-moi tous les labels discographiques canadiens de grunge.,fr,"labels discographiques, canadiens, grunge"
Noem alle Canadese grunge-platenlabels.,nl,"Canadees, platenlabel, Grunge"
What is the currency of the Czech Republic?,en,"Czech republic, currency"
Was ist die Währung der Tschechischen Republik?,de,"Tschechischen Republik, Währung"
¿Cuál es la moneda de la república checa?,es,"moneda, república checa"
Qual è la valuta della Repubblica Ceca?,it,"valuta, Repubblica Ceca"
Quel est la devise de la Tchéquie?,fr,"devise, Tchéquie"
Wat is de munteenheid van Tsjechië?,nl,"Tsjechië, munteenheid"
Give me all books written by Danielle Steel.,en,"book, written, Danielle Steel"
"Gib mir alle Bücher, die Danielle Steel geschrieben hat.",de,"Buch, schreiben, Danielle Steel"
Dame todos los libros escritos por Danielle Steel.,es,"libors, escritos, Danielle Steel"
Dammi tutti i libri scritti da Danielle Steel.,it,"libri, scritti, Danielle Steel"
Donnes-moi tous les livres écrits par Danielle Steel.,fr,"livres, écrits, Danielle Steele"
Noem alle boeken van Danielle Steel.,nl,"boek, Danielle Steel"
In which films directed by Garry Marshall was Julia Roberts starring?,en,"film, directed, Garry Marshall, starring, Julia Roberts"
"In welchem Filmen, bei denen Garry Marshall Regie geführt hat, hat Julia Roberts mitgespielt?",de,"Film, Regie, Garry Marshall, mitspielen, Julia Roberts"
¿En qué películas dirigidas por Garry Mashall actuó Julia Roberts?,es,"película, director, Garry Marshall, actuar, Julia Roberts"
In quale film diretto da Garry Marshall recita Julia Roberts?,it,"film, regista, Garry Marshall, recitare, Julia Roberts"
Dans quels films dirigés par Garry Marshall joue Julia Roberts?,fr,"film, dirigés, Garry Marshall, joue Julia Roberts"
In welke films die werden geregisseerd door Garry Marshall speelde Julia Roberts?,nl,"film, regisseur, Garry Marshall, speelt, Julia Roberts"
Who developed the video game World of Warcraft?,en,"video game, World of Warcraft, develop"
Wer hat das Videospiel World of Warcraft entwickelt?,de,"Videospiel, World of Warcraft, entwickeln"
¿Quién desarrolló el videojuego Warcraft?,es,"videojuego, Warcraft, desarrollar"
Chi ha creato il videogioco World of Warcraft?,it,"videogioco, World of Warcraft, creare"
Qui a développé World of Warcraft?,fr,"développé, World of Warcraft"
Wie heeft het videospel World of Warcraft ontwikkeld?,nl,"World of Warcraft, ontwikkelaar"
Who owns Aldi?,en,"own, Aldi"
Wem gehört Aldi?,de,"gehören, Aldi"
¿A quién pertenece Aldi?,es,"pertenece, Aldi"
Chi possiede Aldi?,it,"possedere, Aldi"
Qui possède Aldi?,fr,"possède, Aldi"
Wie is de eigenaar van Aldi?,nl,"eigenaar, Aldi"
How many employees does IBM have?,en,"IBM, employees"
Wieviele Angestellte hat IBM?,de,"IBM, Angestellte"
¿Cuántos empleados tiene IBM?,es,"IBM, empleados"
Quanti dipendenti ha IBM?,it,"IBM, dipendenti"
Combien d'employés a IBM?,fr,"employés, IBM"
Hoeveel medewerkers heeft IBM?,nl,"medewerkers, IBM"
What is the area code of Berlin?,en,"Berlin, area code"
Was ist die Vorwahl von Berlin?,de,"Berlin, Vorwahl"
¿Cuál es el prefijo de Berlin?,es,"prefijo, Berlin"
Qual è il prefisso di Berlino?,it,"prefisso, Berlino"
Quel est l'indicatif téléphonique de Berlin?,fr,"indicatif téléphonique, Berlin"
Wat is het kengetal van Berlijn?,nl,"kengetal, Berlijn"
When was the Battle of Gettysburg?,en,Battle of Gettysburg
Wann fand die Schlacht von Gettysburg statt?,de,Schlacht von Gettysburg
¿Cuándo tuvo lugar la batalla de Gettysburg?,es,batalla de Gettysburg
Quando ha avuto luogo la battaglia di Gettysburg?,it,battaglia di Gettysburg
Quand se déroula la bataille de Gettysburg?,fr,"bataille de Gettysburg, quand"
Wanneer was de Slag bij Gettysburg?,nl,Slag bij Gettysburg
What are the official languages of the Philippines?,en,"Philippines, official language"
Was sind die Amtssprachen der Philippinen?,de,"Philippinen, Amtssprache"
¿Cuáles son los idiomas oficiales de Las Philipinas?,es,"Philipinas, idiomas oficiales"
Quali sono le lingue ufficiali delle Filippine?,it,"Filippine, lingua ufficiale"
Quels sont les langues officielles des Philippines?,fr,"langues officielles, Philippines"
Wat zijn de  officiële talen van de Filippijnen?,nl,"officiële talen, Filippijnen"
Is Frank Herbert still alive?,en,"Frank Herbert, alive"
Lebt Frank Herbert noch?,de,"Frank Herbert, leben"
¿Todavía vive Frank Herbert?,es,"Frank Herbert, vive"
Frank Herbert è ancora vivo?,it,"Frank Herbert, vivente"
Frank Herbert est-il encore en vie?,fr,"Frank Herbert, en vie"
Leeft Frank Herbert nog?,nl,"Frank Herbert, leeft"
How many big fires struck Paris during the Middle Ages?,en,"Paris, middle ages, fire"
Wieviele Großbrände wüteten im Paris des Mittelalters?,de,"Paris, Mittelalter, Großbrand"
¿Cuántos grandes incendios se produjeron en el Paris medieval?,es,"Paris, edad media, gran incendio"
Quanti grandi incendi sono scoppiati a Parigi nel Medioevo?,it,"Parigi, Medioevo, incendio"
Quels grands incendies ont frappé Paris pendant le Moyen Âge?,fr,"grands incendies, frappé, Paris, Moyen Âge"
Hoeveel grote branden troffen Parijs in de Middeleeuwen?,nl,"grote brand, Parijs, Middeleeuwen"
Who wrote the book Les Piliers de la terre?,en,"wrote, book, The pillars of the Earth"
Wer schrieb das Buch Die Säulen der Erde?,de,"schreiben, Buch, Die Säulen der Erde"
¿Quen escribió el libro Los pilares de la Tierra?,es,"escritor, libro, Pilares de la Tierra"
Chi ha scritto il libro I pilastri della Terra?,it,"scritto, libro, I pilastri della Terra"
Qui a écrit le livre Les Piliers de la terre?,fr,"Les Piliers de la terre, écrivain"
Wie schreef het boek De Pilaren van de Aarde?,nl,"auteur, De Pilaren van de Aarde"
Give me the homepage of Forbes.,en,"Forbes, homepage"
Gib mir die Homepage von Forbes.,de,"Forbes, Homepage"
Dame la página de web de Forbes.,es,"página de web, Forbes"
Dammi il sito internet di Forbes.,it,"sito internet, Forbes"
Quel est la site web de Forbes?,fr,"Forbes, site web"
Geef de homepage van Forbes.,nl,"homepage, Forbes"
Is proinsulin a protein?,en,"proinsulin, protein"
Ist Proinsulin ein Protein?,de,"Proinsulin, Protein"
¿La proinsulina es una proteina?,es,"proinsulina, protein"
a proinsulina è una proteina?,it,"proinsulina, proteina"
La pro-insuline est-elle une protéine?,fr,"pro-insuline, protéine"
Is proinsuline een proteïne?,nl,"proinsuline, proteïne"
Which awards did WikiLeaks win?,en,"WikiLeaks, award"
Welche Preise hat WikiLeaks gewonnen?,de,"WikiLeaks, Preise"
¿Qué premios ha ganado WikiLeaks?,es,"Wikileaks, premios"
Quali premi ha vinto WikiLeaks?,it,"WikiLeaks, premio"
Quels prix ont été gagnés par Wikileaks?,fr,"prix, WikiLeaks"
Welke prijzen heeft WikiLeaks gewonnen?,nl,"prijs, Wikileaks"
List all episodes of the first season of the HBO television series The Sopranos!,en,"HBO, television series, Sopranos, first season, episode"
Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.,de,"HBO-Fernsehserie, Sopranos, erste Staffel, Episode"
Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,es,"serie televisiva de HBO, Los Sopranos, primera época, episodios"
Elenca tutti gli episodi della prima stagione della serie televisiva di HBO i Sopranos!,it,"serie televisiva di HBO, i Sopranos, prima stagione, episodio"
Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.,fr,"épisodes de la première saison, HBO, les Sopranos"
Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.,nl,"HBO-serie, The Sopranos, eerste seizoen, aflevering"
Which country has the most official languages?,en,"country, official language, most"
Welches Land hat die meisten Amtssprachen?,de,"Land, Amtssprache, die meisten"
¿Qué país tiene más idiomas oficiales?,es,"país, idiomas oficiales, más"
Quale stato ha più lingue ufficiali?,it,"stato, lingue ufficiali, più"
Quels pays a le plus de langues officielles?,fr,"pays, plus de langues officielles"
Welk land heeft de meeste officiële talen.,nl,"land, officiële taal, meeste"
Which U.S. states possess gold minerals?,en,"U.S. state, mineral, gold"
In welchen US-Staaten gibt es Goldvorkommen?,de,"US-Staat, Goldvorkommen"
¿En qué estados de los estados unidos de américa hay oro?,es,"estado, estados unidos de américa, oro"
In quali stati degli Stati Uniti c'è l'oro?,it,"Stati Uniti d'America, oro"
Quels états des Etats-Unis d'Amérique possèdent de l'or?,fr,"états, Etats-Unis d'Amérique, or"
In welke deelstaat van de Verenigde Staten komt goud voor?,nl,"deelstaat, Verenigde Staten, goud"
What is the most beautiful painting?,en,"painting, most, beautiful"
Welches Gemälde ist das schönste?,de,"Gemälde, schönstes"
¿Cuál es la pintur más bonita?,es,"pintura, más bonita"
Qual è il dipinto più bello?,it,"dipinto, più bello"
Quelle est la plus belle peinture du monde?,fr,plus belle peinture du monde
Wat is het mooiste schilderij?,nl,"schilderij, mooiste"
Who is the daughter of Ingrid Bergman married to?,en,"Ingrid Bergman, daughter, married"
Mit wem ist die Tochter von Ingrid Bergman verheiratet?,de,"Ingrid Bergman, Tochter, verheiratet"
¿Con quién está casada la hija de Ingrid Bergman?,es,"Ingrid Bergman, hija, casada"
Con chi è sposata la figlia di Ingrid Bergman?,it,"Ingrid Bergman, figlia, sposata"
Qui est l'épou de la fille d'Ingrid Bergman?,fr,"épou, fille, Ingrid Bergman"
Met wie is de dochter van Ingrid Bergman getrouwd?,nl,"Ingrid Bergman, dochter, getrouwd"
Is Egypts largest city also its capital?,en,"largest city, Egypt, capital"
Ist Ägyptens größte Stadt auch seine Hauptstadt?,de,"größte Stadt, Ägypten, Hauptstadt"
¿Es la cuidad más grande de Egipto también capital?,es,"cuidad más grande, Egipto, capital"
La città più grande dell'Egitto è anche la sua capitale?,it,"città più grande, Egitto, capitale"
La ville la plus grande de l'Egypte est-elle sa capitale?,fr,"ville plus grande, Egypte, capitale"
Is de grootste stad van Egypte ook de hoofdstad?,nl,"grootste stad, Egypte, hoofdstad"
Which caves have more than 3 entrances?,en,"cave, entrance, more than 3"
Welche Höhlen haben mehr als 3 Eingänge?,de,"Höhle, Eingang, mehr als 3"
¿Qué cuevas tienen más de 3 entradas?,es,"cueva, entrada, más de 3"
Quali grotte hanno più di 3 entrate?,it,"grotta, entrata, più di 3"
Quelles grottes ont plus de 3 entrées?,fr,"grottes, plus de 3 entrées"
Welke grotten hebben meer dan drie ingangen?,nl,"grot, ingang, meer dan drie"
Give me all films produced by Hal Roach.,en,"film, produce, Hal Roach"
Gib mir alle Filme des Produzenten Hal Roach.,de,"Film, Produzent, Hal Roach"
Dame todas las películas del producente Hal Roach.,es,"película, producente, Hal Roach"
Dammi tutti i film prodotti da Hal Roach.,it,"film, produrre, Hal Roach"
Donnes-moi tous les films produits par Hal Roach.,fr,"films, produits, Hal Roach"
Noem alle films die zijn geproduceerd door Hal Roach.,nl,"film, producent, Hal Roach"
Which bridges are of the same type as the Manhattan Bridge?,en,"bridge, same type, Manhattan Bridge"
Welche Brücken sind vom gleichen Typ wie die Manhattan Bridge?,de,"Brücke, gleicher Typ, Manhattan Bridge"
¿Qué puentes son del mismo tipo que el puente de Manhattan?,es,"puente, mismo tipo, puente de Manhattan"
Quali ponti sono dello stesso tipo del ponte di Manhattan?,it,"ponte, stesso tipo, ponte di Manhattan"
Quels ponts sont du même type que le pont de Manhattan?,fr,"ponts, même type, pont de Manhattan"
Welke bruggen zijn van hetzelfde type als de Manhattan Bridge?,nl,"brug, zelfde type, Manhattan Bridge"
Was U.S. president Jackson involved in a war?,en,"U.S. president, Jackson, war"
War US-Präsident Jackson in einen Krieg verwickelt?,de,"US-Präsident, Jackson, Krieg"
¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,es,"presidente de los estados unidos, Jackson, guerra"
Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?,it,"presidente degli Stati Uniti, Jackson, guerra"
Le président Jackson a-t-il participé à une guerre?,fr,"président Jackson, guerre, participé"
Was president Jackson van de Verenigde Staten betrokken bij een oorlog?,nl,"president van de Verenigde Staten, Jackson, oorlog, betrokken bij"
Which software has been developed by organizations founded in California?,en,"organization, founded, California, develop, software"
"Welche Softwareprodukte wurde von Unternehmen entwickelt, die in Kalifornien gegründet wurden?",de,"Unternehmen, gründen, Kalifornien, entwickeln, Softwareprodukt"
¿Qué productos de software han sido desarrollados por empresas fundadas en California?,es,"empresas, fundadas, California, desarrolar, productos de software"
Quali software sono stati sviluppati da aziende fondate in California?,it,"azienda, fondata, California, sviluppare, software"
Quels logiciels ont été dévelopés par des agences fondées en Californie?,fr,"Californie, agences, fondées, logiciels"
Welke software is ontwikkeld door bedrijven opgericht in Californië?,nl,"bedrijf, opgericht, Californië, ontwikkeld, software"
Who has been the 5th president of the United States of America?,en,"United States of America, president, 5th"
Wer war der 5. Präsident der Vereinigten Staaten von Amerika?,de,"Vereinigte Staaten von Amerika, Präsident, 5."
¿Quién fue el quinto presidente de los estados unidos de américa?,es,"estados unidos de américa, presidente, quinto"
Chi è stato il quinto presidente degli Stati Uniti d'America?,it,"Stati Uniti d'America, presidente, quinto"
Qui fut le 5e président des Etats-Unis?,fr,"5e président, Etats-Unis"
Wie was de vijfde president van de Verenigde Staten?,nl,"president, Verenigde Staten, vijfde"
Which music albums contain the song Last Christmas?,en,"music album, song, Last Christmas"
Auf welchen Musikalben ist das Lied Last Christmas?,de,"Musikalbum, Lied, Last Christmas"
¿Qué albums musicales contienen la canción Las Christmas?,es,"album musical, canción, Last Christmas"
Quale album musicale contiene la canzone Last Christmas?,it,"album musicale, canzone, Last Christmas"
Quels albums contiennent le morceau Last Christmas?,fr,"albums, contiennent, Last Christmas?"
Op welke muziekalbums staat het nummer Last Christmas?,nl,"muziekalbum, nummer, Last Christmas"
Give me all female Russian astronauts.,en,"astronaut, female, Russian"
Gib mir alle russischen Astronautinnen.,de,"Astronautin, russisch"
Dame todas las astronautas rusas.,es,astronautas rusas
Dammi tutte le austronaute russe.,it,"austronaute, russe"
Donnes-moi tous les astronautes féminins russes.,fr,"astronaute, russes, féminins"
Geef alle vrouwelijke Russische astronauten.,nl,"astronaut, vrouwelijk, Russisch"
Give me all actors starring in Last Action Hero.,en,"actor, starring, Last Action Hero"
"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben.",de,"Schauspieler, mitspielen, Last Action Hero"
Dame todos los actores que hayan actuado en Last Action Hero.,es,"actores, Last Action Hero"
Dammi tutti gli attori che hanno recitato in Last Action Hero.,it,"attori, Last Action Hero"
Noem alle acteurs uit de film Last Action Hero.,fr,"acteurs, Last Action Hero"
Noem alle acteurs uit de film Last Action Hero.,nl,"acteur, Last Action Hero"
Give me all companies in the advertising industry.,en,"company, advertising industry"
"Gib mir alle Unternehmen, die in der Werbebranche tätig sind.",de,"Unternehmen, Werbebranche"
Dame todas las empresas publicitarias.,es,empresas publicitarias
Dammi tutte le aziende pubblicitarie.,it,aziende pubblicitarie
Donnes-moi toutes les agences de publicité.,fr,agences de publicité
Noem alle bedrijven die in de reclamebranche actief zijn.,nl,"bedrijf, reclamebranche"
Give me all animal species that live in the Teutoburg Forest.,en,"Teutoburg Forest, animal species"
"Gib mir alle Tierarten, die im Teutoburger Wald leben.",de,"Teutoburger Wald, Tierart"
Dame todas las especies animales qué vivan en el Bosque Teutónico.,es,"Bosque Teutónico, especies animales"
Dammi tutte le specie animali che vivono nella Foresta di Teutoburgo.,it,"Foresta di Teutoburgo, specie animali"
Donnes-moi toutes les espèces animales qui vivent dans la forêt de Teutberg.,fr,"espèces animales, forêt de Teutberg"
Noem alle diersoorten die leven in het Teutoburgerwoud.,nl,"diersoort, voorkomen, Teutoburgerwoud"
Which countries in the European Union adopted the Euro?,en,"European Union, country, adopt, Euro"
Welche Länder in der Europäischen Union haben den Euro übernommen?,de,"Europäische Union, Land, übernehmen, Euro"
¿Qué países de la unión europea han introducido el Euro?,es,"países, unión europea, introducido, Euro"
Quali stati dell'Unione Europea hanno introdotto l'Euro?,it,"Unione Europea, stato, introdurre, Euro"
Quels pays de l'Union Européene ont adopté l'Euro?,fr,"pays de l'Union Européene, adopté, Euro"
Welke landen in de Europese Unie hebben de Euro geïntroduceerd?,nl,"land, Europese Unie, Euro,  geïntroduceerd"
When was Capcom founded?,en,"Capcom, founded"
Wann wurde Capcom gegründet?,de,"Capcom, gründen"
¿Cúando se fundó Capcom?,es,"Capcom, fundada"
Quando è stata fondata Capcom?,it,"Capcom, fondata"
Quand a été fondé Capcom?,fr,"fondé, Capcom"
Wanneer werd Capcom opgericht?,nl,"Capcom, opgericht"
Give me all soccer clubs in the Premier League.,en,"Premier League, soccer club"
Gib mir alle Vereine in der Premier League.,de,"Premier League, Verein"
Dame todos los clubs de la Premier League.,es,"Premier League, club"
Dammi tutti i club calcistici nella Premier League.,it,"Premier League, club calcistici"
Donnes-moi toutes les équipes de la Premier League.,fr,"équipes, Premier League"
Noem alle clubs uit de Premier League.,nl,"club, Premier League"
Who is the owner of Universal Studios?,en,"Universal Studios, owner"
Wem gehören die Universal Studios?,de,"Universal Studios, gehören"
¿A quién le pertenecen los Universal Studios?,es,"Universal Studios, dueño"
Chi è il proprietario degli Universal Studios?,it,"Universal Studios, proprietario"
A qui appartient Universal Studios?,fr,"appartient, Universal Studios"
Wie is de eigenaar van Universal Studios?,nl,"eigenaar, Universal Studios"
What did Bruce Carver die from?,en,"Bruce Carver, die"
Woran ist Bruce Carver gestorben?,de,"Bruce Carver, gestorben an"
¿De qué murió Bruce Carver?,es,"Bruce Caver, muerte"
Di cosa è morto Bruce Carver?,it,"Bruce Caver, morire"
Quel est la cause de décès de Bruce Carver?,fr,"cause de décès, Bruce Carver"
Waaraan overleed Bruce Carver?,nl,"Bruce Carver, gestorven aan"
