questions,lang,keywords
Wer hat das Lied Hotel California geschrieben?,de,"Lied, Hotel California, geschrieben"
¿Quién escribió la canción Hotel California?,es,"autor, canción Hotel California"
Chi ha scritto la canzone Hotel California?,it,"scrivere, canzone, Hotel California"
Qui a composé la chanson Hotel California?,fr,"compositeur, Hotel California, chanson"
Wie schreef het lied Hotel California?,nl,"lied, Hotel California, schrijver"
गीत होटल कैलिफोर्निया कोंन ने लिखा था?,hi_IN,"गीत होटल कैलिफोर्निया, लिखा"
Cine a compus cântecul Hotel California?,ro,"scrie, cântec, Hotel California"
Give me all actors starring in movies directed by William Shatner.,en,"actor, starring, movie, direct, William Shatner"
تمام بازیگرانی که در فیلم های کارگردانی شده توسط ویلیام شاتنر بازی کرده اند را لیست کن.,fa,بازیگرانی، فیلم های، کارگردانی شده، ویلیام شاتنر، بازی کرده اند
"Gib mir alle Schauspieler von Filmen, in denen William Shatner Regie geführt hat.",de,"Schauspieler, Film, Regie, William Shatner"
Dame todos los actores de películas dirigidas por William Shatner.,es,"actor, película, director, William Shatner"
Dammi tutti gli attori che recitano in film diretti da William Shatner.,it,"attore, recitare, film, diretto, William Shatner"
Donnes-moi tous les acteurs qui ont joué dans des films réalisés par Williams Shatner.,fr,"acteur, film, réalisé, William Shatner"
Geef alle acteurs van films waar William Shatner de regie van voerde.,nl,"acteur, film, regisseur, William Shatner"
विलियम शेटनेर द्वारा निर्देशित फिल्मों में सभी कलाकारों की सूचि दे।,hi_IN,"विलियम शेटनेर, निर्देशित फिल्म, कलाकार"
Dă-mi toți actorii care joacă roluri principale în filme regizate de William Shatner.,ro,"actor, rol principal, film, regiza, William Shatner"
What is in a chocolate chip cookie?,en,"ingredients, chocolate chip cookie"
چه چیزهایی در یک کیک شکلاتی هست؟,fa,کیک شکلاتی
Was ist in Chocolate Chip Cookies drin?,de,"Zutaten, Chocolate Chip Cookie"
¿Qué contiene una galleta de chocolate?,es,"ingredientes, galleta de chocolate"
Cosa c'e' in un biscotto con gocce di cioccolato?,it,"ingredienti, biscotto con gocce di cioccolato"
Quels sont les ingrédients d'un cookie au chocolat,fr,"ingrédients, cookie au chocolat"
Wat heb je nodig voor chocolate chip cookies?,nl,"ingrediënten, chocolate chip cookie"
चॉकलेट चिप कुकी में क्या है?,hi_IN,"चॉकलेट चिप कुकी, सामग्री"
Ce conține un biscuit cu fulgi de ciocolată?,ro,"ingrediente, biscuit cu fulgi de ciocolată"
Which ingredients do I need for carrot cake?,en,"carrot cake, ingredients"
چه مواد اولیه ای را من برای کیک هویج نیاز دارم؟,fa,مواد اولیه ای، کیک هویج
Welche Zutaten brauche ich für Möhrenkuchen?,de,"Möhrenkuchen, Zutaten"
¿Qué ingredientes son necesarios para una tarta de zanahorias?,es,"ingredientes, tarta de zanahorias?"
Di quali ingredienti ho bisogno per la torta di carote?,it,"ingredienti, torta di carote"
Quels sont les ingrédients du gateau aux carottes?,fr,"ingrédients, gateau aux carottes"
Welke ingrediënten heb ik nodig voor worteltaart?,nl,"worteltaart, ingrediënten"
गाजर केक के लिए मुझे कौन से सामग्री की आवश्यकता है?,hi_IN,"गाजर केक, सामग्री"
De ce ingrediente am nevoie pentru tort de morcovi?,ro,"tort de morcovi, ingrediente"
Does Neymar play for Real Madrid?,en,"Neymar, play, Real Madrid"
آیا نیمار برای رئال مادرید بازی می کند؟,fa,نیمار، رئال مادرید، بازی
Spielt Neymar für Real Madrid?,de,"Neymar, spielen für, Real Madrid"
¿juega Neymar en el Real Madrid?,es,"Neymar, jugador, Real Madrid"
Neymar gioca per il Real Madrid?,it,"Neymar, giocare, Real Madrid"
Est-ce que Neymar joue pour Madrid?,fr,"Neymar, joueur, Madrid"
Speelt Neymar bij Real Madrid?,nl,"Neymar, spelen bij, Real Madrid"
क्या नेयमार रियल मैड्रिड के लिए खेलते हैं?,hi_IN,"नेयमार, रियल मैड्रिड, खेलते"
Neymar joacă pentru Real Madrid?,ro,"Neymar, joacă, Real Madrid"
In which UK city are the headquarters of the MI6?,en,"MI6, headquarters, city, UK"
In welcher Stadt im Vereinigten Königreich ist das Hauptquartier des MI6?,de,"MI6, Hauptquartier, Stadt, Vereinigtes Königreich"
¿En qué ciudad del reino unido se encuentra el cuartel genetal del MI6?,es,"MI6, cuartel general, ciudad, reino unido"
In quale città del Regno Unito si trova il quartier generale del MI6?,it,"MI6, quartier generale, città, Regno Unito"
Dans quelle ville anglaise se trouvent les quartiers genéraux du MI6?,fr,"ville anglaise, quartiers genéraux, MI6"
In welke Britse stad is het hoofdkwartier van MI6 gevestigd?,nl,"MI6, hoofdkwartier, Britse stad"
किस यूके शहर में एमआई-6 का मुख्यालय है?,hi_IN,"यूके, शहर, एमआई-6, मुख्यालय"
În care oraș din Regatul Unit se află cartierul general al MI6?,ro,"MI6, cartier general, oraș, Regatul Unit"
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,en,"Cuban Missile Crisis, earlier, Bay of Pigs Invasion"
War die Kubakrise vor der Schweinebuchtinvasion?,de,"Kubakrise, vor, Schweinebuchtinvasion"
¿Fué la crisis de cuba antes de la invasión de bahía de cochinos?,es,"crísis de cuba, anterior a la invasión de bahía de cochinos?"
La crisi dei missili di Cuba avvenne prima dello sbarco nella Baia dei Porci?,it,"Crisi dei missili di Cuba, precedente, sbarco nella Baia dei Porci"
La crise des missiles de Cuba a-t-elle eu lieu avant the débarquement de la baie des Cochons?,fr,"Débarquement de la baie des Cochons, crise des missiles de Cuba"
Was de Cubacrisis eerder dan de invasie in de Varkensbaai?,nl,"Cubacrisis, eerder dan, invasie in de Varkensbaai"
क्या क्यूबाई मिसाइल संकट बे ऑफ़ पिग्स आक्रमण के पहले हुआ था?,hi_IN,"क्यूबाई मिसाइल संकट, बे ऑफ़ पिग्स आक्रमण, पहले हुआ"
What does IYCM stand for?,en,"IYCM, stand for"
Wofür steht IYCM?,de,"IYCM, stehen für"
¿Qué abrevia IYCM?,es,"IYCM, abreviación"
Che cosa significa IYCM?,it,"IYCM, significato"
Que veut dire IYCM?,fr,"IYCM, signification"
Waarvoor staat de afkorting IYCM?,nl,"IYCM, staat voor"
आईसीवायएम् का पूर्ण प्रपत्र क्या है?,hi_IN,"आईसीवायएम, पूर्ण प्रपत्र"
Ce înseamnă IYCM?,ro,"IYCM, înseamnă"
When did the Ming dynasty dissolve?,en,"dissolve, Ming dynasty"
Wann endete die Ming-Dynastie?,de,"Ende, Ming-Dynastie"
¿Cuándo se disolvió la dinastía de Ming?,es,"disolvió, dinastía de Ming"
Quando è scomparsa la dinastia Ming?,it,"anno scomparsa, dinastia Ming"
Quand la dynastie Ming s'est-elle dissoute?,fr,"dissoudre, dynastie Ming"
Wanneer werd de Ming-dynastie beëindigd?,nl,"Ming-dynastie, beëindigd"
मिंग राजवंश को कब भंग किया?,hi_IN,"मिंग राजवंश, भंग"
Când a dispărut dinastia Ming?,ro,"dispărut, dinastia Ming"
"What is the total population of Melbourne, Florida?",en,"total population, Melbourne Florida"
"Was ist die Gesamteinwohnerzahl von Melbourne, Florida?",de,"Gesamteinwohnerzahl, Melbourne Florida"
"¿Cuál es la población total de Melbourne, Florida?",es,"población total, Melbourne Florida"
"Qual è la popolazione totale di Melbourne, Florida?",it,"popolazione totale, Melbourne, Florida"
"Quelle est la population totale de Melbourne, Floride?",fr,"population totale, Melbourne, Floride"
"Wat is de bevolking van Melbourne, Florida?",nl,"bevolking, Melbourne Florida"
"मेलबोर्न, फ्लोरिडा की कुल आबादी क्या है?",hi_IN,"मेलबोर्न, फ्लोरिडा, कुल आबादी"
"Care este populația totală a Melbourne, Florida?",ro,"populația totală, Melbourne Florida"
Did Arnold Schwarzenegger attend a university?,en,"Arnold Schwarzenegger, attend, university"
Hat Arnold Schwarzenegger eine Universität besucht?,de,"Arnold Schwarzenegger, Universität, besucht"
¿Fue Arnold Schwarzenegger a la universidad?,es,"Arnold Schwarzenegger, universidad"
Arnold Schwarzenegger ha frequentato l'Università?,it,"Arnold Schwarzenegger, frequentare, Università"
Est-ce que Arnold Schwarzenegger a étudié à une université?,fr,"Arnold Schwarzenegger, etudié, université"
Had Arnold Schwarzenegger aan een universiteit gestudeerd?,nl,"Arnold Schwarzenegger, universiteit, gestudeerd"
क्या अर्नोल्ड श्वार्ज़नेगर विश्वविद्यालय गए थे?,hi_IN,"अर्नोल्ड श्वार्ज़नेगर, विश्वविद्यालय"
Arnold Schwarzenegger a frecventat o universitate?,ro,"Arnold Schwarzenegger, frecventa, universitate"
What country is Mount Everest in?,en,"country, Mount Everest"
In welchem Land ist der Mount Everest?,de,"Land, Mount Everest"
¿En que país esta el monte Everest?,es,"país, monte Everest"
In quale stato si trova il Monte Everest?,it,"stato, Monte Everest"
Dans quel pays se trouve le mont Everest?,fr,"pays, Everest"
In welke land is de Mount Everest?,nl,"land, Mount Everest"
कोनसे देश में माउंट एवरेस्ट है?,hi_IN,"देश, माउंट एवरेस्ट"
În ce țară se află muntele Everest?,ro,"țară, muntele Everest"
What is the largest city in Australia?,en,"Australia, largest city"
Was ist die größte Stadt in Australien?,de,"Australien, größte Stadt"
¿Cuál es la cuidad más grande de Australia?,es,"Australia, ciudad más grande"
Qual è la città più grande d'Australia?,it,"Australia, città più grande"
Quelle est la plus grande ville d'Australie?,fr,"plus grande ville, Australie"
Wat is de grootste stad van Australië?,nl,"grootste stad, Australië"
ऑस्ट्रेलिया में सबसे बड़ा शहर क्या है?,hi_IN,"ऑस्ट्रेलिया, सबसे बड़ा शहर"
Give me all launch pads operated by NASA.,en,"launch pad, operate, NASA"
Gib mir alle von der NASA betriebenen Startrampen.,de,"Startrampe, betreiben, NASA"
Dame todas las plataformas de lanzamiento operadas por la NASA.,es,"plataforma de lanzamiento, operada por la NASA"
Dammi tutte le rampe di lancio gestite dalla NASA.,it,"rampa di lancio, gestire, NASA"
Donnes-moi toutes les rampes de lancements des Etats-unis.,fr,"rampes de lancements, Etats-unis"
Noem alle lanceerplatformen van de NASA.,nl,"lanceerplatform, NASA"
मुझे नासा द्वारा संचालित सभी लॉन्च पैड की सूचि दें।,hi_IN,"नासा, संचालित, लॉन्च पैड"
Dă-mi toate rampele de lansare operate de către NASA.,ro,"rampă de lansare, operat, NASA"
Who is the mayor of Tel Aviv?,en,"Tel Aviv, mayor"
Wer ist der Bürgermeister von Tel Aviv?,de,"Tel Aviv, Bürgermeister"
¿Quién es el alcalde de Tel Aviv?,es,"Tel Aviv, alcalde"
Chi è il sindaco di Tel Aviv?,it,"Tel Aviv, sindaco"
Qui est le maire de Tel Aviv?,fr,"Tel Aviv, maire"
Wie is de burgemeester van Tel Aviv?,nl,"Tel Aviv, burgemeester"
तेल अवीव के महापौर कौन हैं?,hi_IN,"तेल अवीव, महापौर"
Cien este primarul din Tel Aviv?,ro,"Tel Aviv, primar"
List all episodes of the first season of the HBO television series The Sopranos.,en,"HBO, television series, Sopranos, first season, episode"
Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.,de,"HBO-Fernsehserie, Sopranos, erste Staffel, Episode"
Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,es,"serie televisiva de HBO, Los Sopranos, primera época, episodios"
Elenca tutti gli episodi della prima stagione della serie televisiva di HBO i Sopranos.,it,"serie televisiva di HBO, i Sopranos, prima stagione, episodio"
Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.,fr,"épisodes de la première saison, HBO, les Sopranos"
Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.,nl,"HBO-serie, The Sopranos, eerste seizoen, aflevering"
एचओओ टेलीविजन श्रृंखला द सोप्रानोस के पहले सीज़न के सभी एपिसोड की सूची बनाएं। ',hi_IN,"एचओओ टेलीविजन श्रृंखला, द सोप्रानोस, पहले सीज़न, एपिसोड"
Listează toate episodele din primul sezon al serialului HBO de televiziune The Sopranos,ro,"HBO, serial de televiziune, Sopranos, primul sezon, episod"
Who created Batman?,en,"Batman, creator"
چه کسی بتمن را ساخت؟,fa,بتمن، ساخت
Wer hat Batman erfunden?,de,"Batman, Erfinder"
¿Quién creó Batman?,es,"creador, comic, Capitán América"
Chi ha creato Batman?,it,"creatore, Batman"
Qui a créé la bande dessinée Captain America?,fr,"bande dessinée, créer, Captain America"
Door wie werd Batman bedacht?,nl,"bedenker, Batman"
किसने बैटमैन बनाया?,hi_IN,"बैटमैन, निर्माता"
Cine a creat Batman?,ro,"Batman, creat"
Who played Gus Fring in Breaking Bad?,en,"play, Gus Fring, Breaking Bad"
چه کسی گوستاوو فرینگ را در بریکینگ بد بازی کرد؟,fa,گوستاوو فرینگ، بریکینگ بد، بازی
Wer hat Gus Fring in Breaking Bad gespielt?,de,"Gus Fring, Breaking Bad, Schauspieler"
¿Quién interpreto a Gus Fring en Breaking Bad?,es,"actor, Gus Fring, Breaking Bad"
Chi ha interpretato Gustavo Fring in Breaking Bad - Reazioni collaterali?,it,"interpretare, Gustavo Fring, Breaking Bad - Reazioni collaterali"
Qui joua Gus Fring dans Breaking Bad?,fr,"acteur, Gus Fring, Breaking Bad"
Wie speelt Gus Fring in Breaking Bad?,nl,"Gus Fring, acteur, Breaking Bad"
किसने गस फ्रिंग को ब्रेकिंग बैड में निभाया है ?,hi_IN,"गस फ्रिंग, ब्रेकिंग बैड, निभाया, अभिनेता"
Cine l-a jucat pe Gus Fring în Breaking Bad?,ro,"jucat, Gus Fring, Breaking Bad"
In which programming language is GIMP written?,en,"GIMP, programming language"
In welcher Programmiersprache wurde GIMP geschrieben?,de,"GIMP, Programmiersprache"
¿En qué lenguaje de programación esta programado GIMP?,es,"GIMP, lenguaje de programación"
In quale linguaggio di programmazione è scritto GIMP?,it,"GIMP, linguaggio di programmazione"
En quel langage de programmation a été écrit GIMP?,fr,"langage de programmation, GIMP"
In welke programmeertaal is GIMP geschreven?,nl,"GIMP, programmeertaal"
जीआईएमपी किस प्रोग्रामिंग भाषा में लिखी गई है?,hi_IN,"जीआईएमपी, प्रोग्रामिंग भाषा"
In which ancient empire could you pay with cocoa beans?,en,"ancient empire, pay, cocoa beans"
در کدام امپراتوری باستانی می توان با دانه های کاکائو داد و ستد کرد؟,fa,امپراتوری باستانی، دانه های کاکائو، داد و ستد
In welchem alten Reich konnte man mit Kakaobohnen bezahlen?,de,"altes Reich, bezahlen, Kakaobohnen"
En que imperio antiguo pagaría con granos de cacao?,es,"imperio antiguo, pagar, granos cacao"
In quale antico impero era possibile pagare con le fave di cacao?,it,"antico impero, pagare, fave di cacao"
Dans quel empire ancien payait-on avec des fèves de cacao?,fr,"empire ancien, monnaie, fève de cacao"
In welke oude imperium kon je met cacaobonen betalen?,nl,"oude imperium, betalen, cacaobonen"
किस प्राचीन साम्राज्य में आप कोको बीन से भुगतान कर सकते हैं?,hi_IN,"प्राचीन साम्राज्य, कोको बीन, भुगतान"
În ce imperiu antic puteai plăti cu boabe de cacao?,ro,"imperiu antic, plăti, boabe de cacao"
Who is the editor of Forbes?,en,"Forbes, editor"
Wer ist der Herausgeber von Forbes?,de,"Forbes, Herausgeber"
¿Quién es el editor de Forbes?,es,"Forbes, editor"
Chi è l'editore di Forbes?,it,"Forbes, editore"
Qui est le rédacteur en chef de Forbes?,fr,"Forbes, rédacteur en chef"
Wie is de uitgever van Forbes.,nl,"Forbes, uitgever"
फोर्ब्स के संपादक कौन है?,hi_IN,"फोर्ब्स, संपादक"
Cine este editorul Forbes?,ro,"Forbes, editor"
How many people live in the capital of Australia?,en,"Australia, capital, people, live"
Wieviele Menschen leben in der Hauptstadt Australiens?,de,"Australien, Hauptstadt, Menschen, leben"
¿Cuánta gente vive en la capital de Australia?,es,"Australia, capital, habitantes"
Quante persone vivono nella capitale dell'Australia?,it,"Australia, capitale, abitanti"
Quel est le nombre d'habitants de la capitale de l'Australie?,fr,"nombre d'habitants, capitale, Australie"
Hoeveel mensen wonen er in de hoofdstad van Australië?,nl,"inwoners, hoofdstad van Australië"
कितने लोग ऑस्ट्रेलिया की राजधानी में रहते हैं?,hi_IN,"ऑस्ट्रेलिया, राजधानी, आबादी"
Câți oameni locuiesc in capitala Australiei?,ro,"Australia, captital, oameni, locui"
Which electronics companies were founded in Beijing?,en,"electronics companies, founded, Beijing"
چه شرکت های الکترونیکی در پکن تأسیس شدند؟,fa,شرکت های الکترونیکی، پکن، تأسیس
Welche Elektronikunternehmen wurden in Peking gegründet?,de,"Elektronikunternehmen, gegründet in, Peking"
¿Qué compañías de electrónica fueron fundadas en Pekín?,es,"compañías de electrónica, fundadas, Pekín"
Quali società di elettronica sono state fondate a Pechino?,it,"società di elettronica, fondate, Pechino"
Quelles sont les companies d'électronique fondées à Beijing?,fr,"companies d'électronique, fondées, Beijing"
Welke elektronica bedrijven zijn opgericht in Peking?,nl,"elektronica bedrijven, opgericht in, Peking"
बीजिंग में कौन से इलेक्ट्रॉनिक्स कंपनियां स्थापित की गई थीं?,hi_IN,"बीजिंग, इलेक्ट्रॉनिक्स कंपनियां, स्थापित"
Care companii de electronice au fost fondate în Beijing?,ro,"companii de electronice, fondat, Beijing"
Give me all video games published by Mean Hamster Software.,en,"video game, publish, Mean Hamster Software"
Gib mir alle Videospiele von Mean Hamster Software.,de,"Videospiel, Mean Hamster Software"
Dame todos los videojuegos de Mean Hamster Software.,es,"videojuego, Mean Hamster Software"
Dammi tutti i videogiochi di Mean Hamster Software.,it,"videogioco, prodotto, Mean Hamster Software"
Donnes-moi tous les jeux vidéos publiés par Mean Hamster Software.,fr,"jeux vidéos, publiés, Mean Hamster Software"
Geef me alle videogames van Mean Hamster Software.,nl,"videogame, Mean Hamster Software"
मीन हम्सटर सॉफ्टवेयर द्वारा प्रकाशित सभी वीडियो गेम की सूचि दें। ',hi_IN,"मीन हम्सटर सॉफ्टवेयर, प्रकाशित, वीडियो गेम"
Dă-mi toate jocurile video publicate de Mean Hamster Software,ro,"joc video, publicat, Mean Hamster Software"
How many Aldi stores are there?,en,"own, Aldi"
چه تعداد فروشگاه آلدی وجود دارد؟,fa,فروشگاه، آلدی
Wieviele Aldi-Filialen gibt es?,de,"gehören, Aldi"
¿Cuántas tiendas Aldi hay?,es,"pertenece, Aldi"
Quanti negozi Aldi ci sono?,it,"possedere, Aldi"
Combien de magasins Aldi sont là?,fr,"possède, Aldi"
Hoeveel Aldi winkels zijn er?,nl,"eigenaar, Aldi"
आलड़ी के कितने स्टोर हैं?,hi_IN,"आलड़ी, कितने स्टोर"
Câte magazine Aldi există?,ro,"avea, Aldi"
What is the capital of Cameroon?,en,"capital, Cameroon"
پایتخت کامرون کجاست؟,fa,پایتخت، کامرون
Was ist die Hauptstadt von Kamerun?,de,"Hauptstadt, Kamerun"
¿Cuál es la capital de Camerún?,es,"capital, Camerún"
Qual è la capitale del Cameroon,it,"capitale, Cameroon"
Quelle est la capitale du Cameroun?,fr,"capitale, Cameroun"
Wat is de hoofdstad van Kameroen?,nl,"hoofdstad, Kameroen"
कैमरून की राजधानी क्या है?,hi_IN,"कैमरून, राजधानी"
Care este capitala Camerunului?,ro,"capitală, Camerun"
Is there a video game called Battle Chess?,en,"video game, Battle Chess"
"Gibt es ein Videospiel, das Battle Chess heißt?",de,"Videospiel, Battle Chess"
¿Hay algún videojuego que se llame Battle Chess?,es,"videojuego, Battle Chess"
Esiste un videogioco che si chiama Battle Chess?,it,"videogioco, Battle Chess"
Existe-t-il un jeu vidéo appelé Battle Chess?,fr,"jeu vidéo, Battle Chess"
Bestaat er een videospel met de naam Battle Chess?,nl,"videospel, Battle Chess"
क्या बैटल चैस नामक वीडियो गेम है?,hi_IN,"बैटल चैस, वीडियो गेम"
Was the wife of president Lincoln called Mary?,en,"Lincoln, president, wife, called, Mary"
Hieß die Frau von Präsident Lincoln Mary?,de,"Lincoln, Präsident, Frau, heißen, Mary"
¿La mujer del presidente Lincoln se llama Mary?,es,"mujer, presidente, Lincoln, se lamma, Mary"
La moglie del presidente Lincoln si chiamava Mary?,it,"moglie, presidente, Lincoln, si chiama, Mary"
Est-ce que l'épouse du président Lincoln s'appelait Mary?,fr,"épouse, Lincoln, Mary, appelle"
Heette de echtgenote van president Lincoln Mary?,nl,"echtgenote, Lincoln, Mary"
क्या राष्ट्रपति लिंकन की पत्नी का नाम मैरी था?,hi_IN,"राष्ट्रपति लिंकन, पत्नी, मैरी"
Este soția președintelui Lincoln numită Mary?,ro,"Lincoln, președinte, soție, numită, Mary"
Give me all movies directed by Francis Ford Coppola.,en,"movie, direct, Francis Ford Coppola"
تمام فیلم های کارگردانی شده توسط فرانسیس فورد کوپولا را لیست کن.,fa,فیلم، کارگردانی، فرانسیس فورد کوپولا
"Gib mir alle Filme, bei denen Francis Ford Coppola Regie geführt hat.",de,"Film, Regie, Francis Ford Coppola"
Dame todas las películas que haya dirigido Francis Ford Coppola.,es,"película, director, Francis Ford Coppola"
Dammi tutti i film diretti da Francis Ford Coppola.,it,"film, dirigere, Francis Ford Coppola"
Donnes-moi tous les films dont Francis réalisés par Francis Ford Coppola.,fr,"film, directeur, Francis Ford Coppola"
Geef alle films die werden geregisseerd door Francis Ford Coppola.,nl,"films, regisseur, Francis Ford Coppola"
मुझे फ्रांसिस फोर्ड कोपोला द्वारा निर्देशित सभी फिल्मों की सूचि दे ।,hi_IN,"फ्रांसिस फोर्ड कोपोला, निर्देशित, फिल्मों"
Dă-mi toate filmele regizate de Francis Ford Coppola.,ro,"film, regizat, Francis Ford Coppola"
Which of Tim Burton's films had the highest budget?,en,"highest budget, film, Tim Burton"
Welcher von Tim Burtons Filmen hatte das höchste Budget?,de,"höchstes Budget, Film, Tim Burton"
¿Cuál es la película de Tim Burton con el mayor presupuesto?,es,"película de Tim Burton, mayor presupuesto"
Quali film di Tim Burton hanno avuto il budget più alto?,it,"budget più alto, film, Tim Burton"
Quel film de Tim Burton a le budget le plus haut?,fr,"budget le plus haut, Tim Burton"
Welke van Tim Burton's films had het hoogste budget?,nl,"film, Tim Burton, hoogste budget"
टिम बर्टन की फिल्मों में से कौन सी का सबसे ज्यादा बजट था?,hi_IN,"टिम बर्टन, फिल्मो, सबसे ज्यादा बजट"
Care dintre filmele lui Tom Burton a avut cel mai mare buget?,ro,"cel mai mare buget, film, Tim Burton"
Does Breaking Bad have more episodes than Game of Thrones?,en,"Breaking Bad, episodes, more than, Game of Thrones"
Hat Breaking Bad mehr Episoden als Game of Thrones?,de,"Breaking Bad, Episoden, mehr als, Game of Thrones"
¿Tiene Breaking Bad más episodios que Game of Thrones?,es,"Breaking Bad, episodios, más que, Game of Thrones"
Breaking Bad ha più episodi di Game of Thrones?,it,"Breaking Bad, eposido, più di, Game of Thrones"
A Breaking Bad plus d'épisodes que Game of Thrones?,fr,"Breaking Bad, épisodes plus que, Game of Thrones"
Heeft Breaking Bad meer afleveringen dan Game of Thrones?,nl,"Breaking Bad, afleveringen, meer dan, Game of Thrones"
ब्रेकिंग बैड में गेम ऑफ़ थ्रोन्स की तुलना में अधिक एपिसोड हैं?,hi_IN,"ब्रेकिंग बैड, गेम ऑफ़ थ्रोन्स, अधिक एपिसोड"
Are Breaking Bad mai multe episoade decât Game of Thrones?,ro,"Breaking Bad, episoade, mai multe decât, Game of Thrones"
Was Natalie Portman born in the United States?,en,"Natalie Portman, born, United States"
Wurde Natalie Portman in den Vereinigten Staaten geboren?,de,"Natalie Portman, geboren, Vereinigte Staaten"
¿Nació Natalie Portman en los estados unidos de américa?,es,Natalie Portman
"Natalie Portman, nata, Stati Uniti d'America",it,"Natalie Portman, nata, Stati Uniti d'America"
Natalie Portman est-elle née aux Etats-Unis?,fr,"Natalie Portman, née, Etats-Unis"
Werd Natalie Portman geboren in de Verenigde Staten?,nl,"Natalie Portman, geboren, Verenigde Staten"
क्या नेटली पोर्टमैन संयुक्त राज्य में पैदा हुइ थी ?,hi_IN,"नेटली पोर्टमैन, संयुक्त राज्य, पैदा"
Give me the grandchildren of Elvis Presley.,en,"Elvis Presley, grandchildren"
نوه های الویس پرسلی را لیست کن.,fa,نوه های، الویس پرسلی
Gib mir die Enkel von Elvis Presley.,de,"Elvis Presley, Enkel"
Dame todos los nietos de Elvis Presley.,es,"Elvis Presley, nietos"
Dammi i nipoti di Elvis Presley.,it,"Elvis Presley, nipoti"
Donne-moi tous les petit-enfants de Elvis Presley.,fr,"petit-enfants, Elvis Presley"
Toon alle kleinkinderen van Elvis Presley.,nl,"Elvis Presley, kleinkinderen"
मुझे एल्विस प्रेस्ली के पोतों के नाम दे। ,hi_IN,"एल्विस प्रेस्ली, पोतो के नाम"
Dă-mi nepoții lui Elvis Presley.,ro,"Elvis Presley, nepoți"
Which movies starring Mickey Rourke were directed by Guy Ritchie?,en,"movies, starring, Mickey Rourke, directed, Guy Ritchie"
چه فیلم هایی با بازی میکی رورک توسط گای ریچی کارگردانی شدند؟,fa,فیلم هایی، بازی، میکی رورک، گای ریچی، کارگردانی
"Bei welchen Filmen, in denen Mickey Rourke mitspielt, hat Guy Ritchie Regie geführt?",de,"Filme, mitspielen, Mickey Rourke, Regie führen, Guy Ritchie"
¿Que peliculas protagonizadas por Mickey Rourke han sido dirigidas por Guy Ritchie?,es,"peliculas, protagonizadas, Mickey Rourke, dirigidas, Guy Ritchie"
Quali film in cui recita Mickey Rourke sono stati diretti da Guy Ritchie?,it,"film, attore, Mickey Rourke, diretti, Guy Ritchie"
Quels films avec Mickey Rourke furent dirigés par Guy Richtie?,fr,"films, acteur, Mickey Rourke, directeur, Guy Richtie?"
Welke films met Mickey Rourke werden geregisseerd door Guy Ritchie?,nl,"films, acteur, Mickey Rourke, geregisseerd, Guy Ritchie"
मिकी रोर्के अभिनीत कौन सी फिल्में गाए रिची द्वारा निर्देशित थीं?,hi_IN,"मिकी रोर्, अभिनीत, गाए रिची, निर्देशित"
Ce filme cu Mickey Rourke ca protagonist au fost regizate de Guy Ritchie?,ro,"filme, Mickey Rourke, protagonist, regizate, Guy Ritchie"
Which country does the creator of Miffy come from?,en,"Miffy, creator, country"
Aus welchem Land kommt der Erfinder von Nijntje?,de,"Nijntje, Erfinder, Land"
¿De qué país viene el creador de Nijntje?,es,"Njintje, creados, país"
Da quale stato proviene il creatore di Miffy?,it,"Miffy, creatore, nazione"
De quel pays vient le créateur de Miffy?,fr,"pays, créateur, Miffy"
Uit welk land komt de bedenker van Nijntje?,nl,"Nijntje, bedenker, nationaliteit"
मिफ्फी के निर्माता किस देश से आते है?,hi_IN,"मिफ्फ, निर्माता, देश"
What form of government does Russia have?,en,"form of government, Russia"
روسیه چه نوع حکومتی دارد؟,fa,روسیه، نوع حکومت
Welche Regierungsform hat Russland?,de,"Russland, Regierungsform"
¿Qué forma de gobierno tiene Rusia?,es,"forma de gobierno, Rusia"
Quale forma di governo ha la Russia?,it,"forma di governo, Russia"
Quelle est la forme de gouvernement de la Russie?,fr,"forme de gouvernement, Russie?"
Welke regeringsvorm heeft Rusland?,nl,"regeringsvorm, Rusland"
रूस की सरकार किस प्रकार की है?,hi_IN,"रूस, सरकार, प्रकार"
Ce formă de guvern are Rusia?,ro,"formă de guvern, Rusia"
Give me all Canadian Grunge record labels.,en,"record label, Canadian, Grunge"
Gib mir alle kanadischen Grunge-Plattenfirmen.,de,"kanadisch, Plattenfirma, Grunge"
Dame todos las empresas canadienses productoras de música Grunge.,es,"empresa productora de música, canadiense, Grunge"
Dammi tutti i produttori canadesi di musica Grunge.,it,"produttore di musica, canadese, Grunge"
Donnes-moi tous les labels discographiques canadiens de grunge.,fr,"labels discographiques, canadiens, grunge"
Noem alle Canadese grunge-platenlabels.,nl,"Canadees, platenlabel, Grunge"
मुझे सभी कैनेडियन ग्रांज रिकॉर्ड लेबल की सूचि दें।,hi_IN,"कैनेडियन, ग्रांज, रिकॉर्ड लेबल"
How many children did Benjamin Franklin have?,en,"Benjamin Franklin, child"
