questions,lang
1982 meteorology,en
1982 singles,en
1982 songs,en
1983 Atlantic hurricane season,en
1983 Pacific hurricane season,en
1983 albums,en
1983 births,en
1983 books,en
1983 deaths,en
1983 elections,en
1983 films,en
1983 in Canada,en
1983 in law,en
1983 in music,en
1983 in sports,en
1983 meteorology,en
1983 singles,en
1983 songs,en
1984 Atlantic hurricane season,en
1984 Pacific hurricane season,en
1984 Summer Olympics,en
1984 Summer Olympics events,en
1984 Winter Olympics,en
1984 albums,en
1984 births,en
1984 books,en
1984 deaths,en
1984 elections,en
1984 films,en
1984 in Canada,en
1984 in law,en
1984 in music,en
1984 in sports,en
1984 meteorology,en
1984 singles,en
1984 songs,en
1985 Atlantic hurricane season,en
1985 Pacific hurricane season,en
1985 albums,en
1985 births,en
1985 books,en
1985 deaths,en
1985 elections,en
1985 films,en
1985 in Canada,en
1985 in law,en
1985 in music,en
1985 in sports,en
1985 meteorology,en
1985 singles,en
1985 songs,en
1986 Atlantic hurricane season,en
1986 Pacific hurricane season,en
1986 albums,en
1986 births,en
1986 books,en
1986 deaths,en
1986 elections,en
1986 films,en
1986 in Canada,en
1986 in law,en
1986 in music,en
1986 in sports,en
1986 meteorology,en
1986 singles,en
1986 songs,en
1987 Atlantic hurricane season,en
1987 Pacific hurricane season,en
1987 albums,en
1987 births,en
1987 books,en
1987 deaths,en
1987 elections,en
1987 films,en
1987 in law,en
1987 in music,en
1987 in sports,en
1987 meteorology,en
1987 singles,en
1987 songs,en
1988 Atlantic hurricane season,en
1988 Pacific hurricane season,en
1988 Summer Olympics,en
1988 Winter Olympics,en
1988 albums,en
1988 births,en
1988 books,en
1988 deaths,en
1988 elections,en
1988 films,en
1988 in Canada,en
1988 in Formula One,en
1988 in law,en
1988 in music,en
1988 in sports,en
1988 meteorology,en
1988 singles,en
1988 songs,en
1989 Atlantic hurricane season,en
1989 Pacific hurricane season,en
1989 albums,en
1989 births,en
1989 books,en
1989 deaths,en
1989 elections,en
1989 films,en
1989 in law,en
1989 in music,en
1989 in sports,en
1989 meteorology,en
1989 singles,en
1989 songs,en
199 BC,en
199 deaths,en
1990 Atlantic hurricane season,en
1990 Pacific hurricane season,en
1990 albums,en
1990 births,en
1990 books,en
1990 deaths,en
1990 elections,en
1990 films,en
1990 in law,en
1990 in music,en
1990 in sports,en
1990 meteorology,en
1990 singles,en
1990 songs,en
1990s,en
1990s albums,en
1990s births,en
1990s books,en
1990s comics,en
1990s deaths,en
1990s fashion,en
1990s in rail transport,en
1990s in sports,en
1991 Atlantic hurricane season,en
1991 Pacific hurricane season,en
1991 albums,en
1991 births,en
1991 books,en
1991 deaths,en
1991 elections,en
1991 films,en
1991 in law,en
1991 in music,en
1991 in sports,en
1991 meteorology,en
1991 singles,en
1991 songs,en
1992 Atlantic hurricane season,en
1992 Pacific hurricane season,en
1992 Summer Olympics,en
1992 Summer Olympics events,en
1992 Winter Olympics,en
1992 albums,en
1992 births,en
1992 books,en
1992 deaths,en
1992 elections,en
1992 films,en
1992 in Canada,en
1992 in law,en
1992 in music,en
1992 in sports,en
1992 meteorology,en
1992 singles,en
1992 songs,en
1993 Atlantic hurricane season,en
1993 Pacific hurricane season,en
1993 albums,en
1993 births,en
1993 books,en
1993 deaths,en
1993 elections,en
1993 films,en
1993 in Canada,en
1993 in law,en
1993 in music,en
1993 in sports,en
1993 meteorology,en
1993 singles,en
1993 songs,en
1994 Atlantic hurricane season,en
1994 Pacific hurricane season,en
1994 Winter Olympics,en
1994 albums,en
1994 births,en
1994 books,en
1994 deaths,en
1994 elections,en
1994 establishments,en
1994 films,en
1994 in Canada,en
1994 in law,en
1994 in music,en
1994 in sports,en
1994 meteorology,en
1994 novels,en
1994 singles,en
1994 songs,en
1995 Atlantic hurricane season,en
1995 Pacific hurricane season,en
1995 albums,en
1995 awards,en
1995 births,en
1995 books,en
1995 deaths,en
1995 disestablishments,en
1995 elections,en
1995 establishments,en
1995 films,en
1995 in Canada,en
1995 in law,en
1995 in music,en
1995 in politics,en
1995 in sports,en
1995 meteorology,en
1995 singles,en
1995 songs,en
1996 Atlantic hurricane season,en
1996 Pacific hurricane season,en
1996 Summer Olympics,en
1996 Summer Olympics events,en
1996 World Cup of Hockey,en
1996 albums,en
1996 awards,en
1996 births,en
1996 books,en
1996 deaths,en
1996 elections,en
1996 films,en
1996 in law,en
1996 in music,en
1996 in sports,en
1996 meteorology,en
1996 singles,en
1996 songs,en
1997 Atlantic hurricane season,en
1997 Pacific hurricane season,en
1997 albums,en
1997 awards,en
1997 births,en
1997 books,en
1997 deaths,en
1997 elections,en
1997 films,en
1997 in Canada,en
1997 in law,en
1997 in music,en
1997 in sports,en
1997 meteorology,en
1997 singles,en
1997 songs,en
1998 Atlantic hurricane season,en
1998 Pacific hurricane season,en
1998 Winter Olympics,en
1998 albums,en
1998 awards,en
1998 births,en
1998 books,en
1998 deaths,en
1998 elections,en
1998 films,en
1998 in law,en
1998 in music,en
1998 in politics,en
1998 in sports,en
1998 meteorology,en
1998 singles,en
1998 songs,en
1999 Atlantic hurricane season,en
1999 Pacific hurricane season,en
1999 Pacific typhoon season,en
1999 albums,en
1999 awards,en
1999 births,en
1999 books,en
1999 deaths,en
1999 elections,en
1999 films,en
1999 in law,en
1999 in music,en
1999 in sports,en
1999 meteorology,en
1999 singles,en
1999 songs,en
19th century,en
19th century BC,en
19th century in law,en
1Co-Co1 locomotives,en
1st century,en
1st century BC,en
1st millennium,en
1st millennium BC,en
2 BC,en
2 Live Crew albums,en
2 births,en
2 deaths,en
2-10-0 locomotives,en
2-10-2 locomotives,en
2-10-4 locomotives,en
2-2-0 locomotives,en
2-2-2 locomotives,en
2-2-4 locomotives,en
2-4-0 locomotives,en
2-4-2 locomotives,en
2-6-0 locomotives,en
2-6-2 locomotives,en
2-6-4 locomotives,en
2-8-0 locomotives,en
2-8-2 locomotives,en
20 BC,en
20 BC births,en
20 mm artillery,en
200 BC,en
200 BC deaths,en
200 births,en
200 deaths,en
2000 AD,en
2000 Atlantic hurricane season,en
2000 Pacific hurricane season,en
2000 Pacific typhoon season,en
2000 Summer Olympics,en
2000 Summer Olympics events,en
2000 albums,en
2000 awards,en
2000 births,en
2000 books,en
2000 deaths,en
2000 disestablishments,en
2000 elections,en
2000 establishments,en
2000 films,en
2000 in Canada,en
2000 in baseball,en
2000 in ice hockey,en
2000 in law,en
2000 in music,en
2000 in sports,en
2000 in tennis,en
2000 meteorology,en
2000 singles,en
2000 songs,en
2000s,en
2000s albums,en
2000s births,en
2000s books,en
2000s comics,en
2000s deaths,en
2000s in rail transport,en
2000s in sports,en
2001 Atlantic hurricane season,en
2001 Pacific hurricane season,en
2001 Pacific typhoon season,en
2001 albums,en
2001 anthrax attacks,en
2001 awards,en
2001 births,en
2001 books,en
2001 deaths,en
2001 disestablishments,en
2001 elections,en
2001 establishments,en
2001 films,en
2001 in Canada,en
2001 in baseball,en
2001 in ice hockey,en
2001 in law,en
2001 in music,en
2001 in sports,en
2001 in tennis,en
2001 meteorology,en
2001 singles,en
2001 songs,en
2002 Atlantic hurricane season,en
2002 Commonwealth Games,en
2002 Pacific hurricane season,en
2002 Pacific typhoon season,en
2002 Winter Olympics,en
2002 albums,en
2002 awards,en
2002 births,en
2002 books,en
2002 deaths,en
2002 disestablishments,en
2002 elections,en
2002 establishments,en
2002 films,en
2002 in Canada,en
2002 in baseball,en
2002 in ice hockey,en
2002 in law,en
2002 in music,en
2002 in print,en
2002 in sports,en
2002 in tennis,en
2002 meteorology,en
2002 singles,en
2002 songs,en
2003 Atlantic hurricane season,en
2003 Pacific hurricane season,en
2003 Pacific typhoon season,en
2003 albums,en
2003 awards,en
2003 births,en
2003 books,en
2003 deaths,en
2003 disestablishments,en
2003 elections,en
2003 establishments,en
2003 films,en
2003 in Canada,en
2003 in baseball,en
2003 in ice hockey,en
2003 in law,en
2003 in music,en
2003 in politics,en
2003 in sports,en
2003 in tennis,en
2003 meteorology,en
2003 singles,en
2003 songs,en
2004 Atlantic hurricane season,en
2004 Pacific hurricane season,en
2004 Pacific typhoon season,en
2004 Summer Olympics,en
2004 Summer Olympics events,en
2004 Summer Paralympics,en
2004 Tour de France,en
2004 World Cup of Hockey,en
2004 albums,en
2004 awards,en
2004 births,en
2004 books,en
2004 by country,en
2004 deaths,en
2004 disestablishments,en
2004 elections,en
2004 establishments,en
2004 films,en
2004 in Canada,en
2004 in Wales,en
2004 in baseball,en
2004 in cricket,en
2004 in cycle racing,en
2004 in film,en
2004 in ice hockey,en
2004 in law,en
2004 in music,en
2004 in politics,en
2004 in rugby league,en
2004 in rugby union,en
2004 in science,en
2004 in sports,en
2004 in tennis,en
2004 in the United Kingdom,en
2004 meteorology,en
2004 singles,en
2004 songs,en
2005 Atlantic hurricane season,en
2005 Kashmir earthquake,en
2005 Pacific hurricane season,en
2005 Pacific typhoon season,en
2005 Tour de France,en
2005 World Aquatics Championships,en
2005 World Championships in Athletics,en
2005 albums,en
2005 awards,en
2005 births,en
2005 books,en
2005 by country,en
2005 deaths,en
2005 disestablishments,en
2005 elections,en
2005 establishments,en
2005 films,en
2005 in Australia,en
2005 in Canada,en
2005 in New Zealand,en
2005 in baseball,en
2005 in cycle racing,en
2005 in film,en
2005 in ice hockey,en
2005 in law,en
2005 in music,en
2005 in politics,en
2005 in rail transport,en
2005 in rugby league,en
2005 in rugby union,en
2005 in science,en
2005 in sports,en
2005 in tennis,en
2005 in the United Kingdom,en
2005 meteorology,en
2005 singles,en
2005 songs,en
2006 Atlantic hurricane season,en
2006 Commonwealth Games,en
2006 Pacific hurricane season,en
2006 Pacific typhoon season,en
2006 Winter Olympics,en
2006 Winter Olympics events,en
2006 albums,en
2006 awards,en
2006 births,en
2006 books,en
2006 by country,en
2006 deaths,en
2006 elections,en
2006 films,en
2006 in film,en
2006 in ice hockey,en
2006 in music,en
2006 in politics,en
2006 in rugby league,en
2006 in rugby union,en
2006 in sports,en
2006 in tennis,en
2006 meteorology,en
2007 Atlantic hurricane season,en
2007 Pacific typhoon season,en
2007 books,en
2007 elections,en
2007 films,en
2007 in film,en
2007 in politics,en
2007 in sports,en
2007 meteorology,en
2008 Summer Olympics,en
2008 elections,en
2008 films,en
2008 in film,en
2008 in sports,en
2009 in sports,en
200s,en
200s BC,en
200s BC births,en
200s BC deaths,en
200s births,en
200s deaths,en
201 BC,en
201 births,en
2010 Winter Olympics,en
2010 Winter Paralympics,en
2010 elections,en
2010 in sports,en
2010s,en
2010s in rail transport,en
2010s in sports,en
2011 in sports,en
2012 Summer Olympic venues,en
2012 Summer Olympics,en
2012 Summer Olympics bids,en
2012 in sports,en
202 BC,en
202 BC births,en
202 births,en
202 deaths,en
2020s,en
203 BC,en
203 BC deaths,en
203 deaths,en
204 BC,en
204 BC deaths,en
204 deaths,en
205 BC,en
206 BC,en
206 BC deaths,en
206 births,en
2060s,en
207 BC,en
207 BC deaths,en
207 births,en
207 deaths,en
208 BC,en
208 BC deaths,en
208 births,en
208 deaths,en
209 BC,en
20s,en
20s BC,en
20s BC births,en
20s BC deaths,en
20s births,en
20s deaths,en
20th century,en
20th century BC,en
20th century in law,en
21 BC,en
21 deaths,en
210 BC,en
210 BC births,en
210 births,en
210 deaths,en
210 mm artillery,en
210s,en
210s BC,en
210s BC births,en
210s BC deaths,en
210s births,en
210s deaths,en
211 BC,en
211 BC deaths,en
211 births,en
211 deaths,en
212 BC,en
212 BC deaths,en
212 deaths,en
213 BC,en
213 births,en
214 BC,en
214 births,en
214 deaths,en
215 BC,en
216 BC,en
216 BC deaths,en
217 BC,en
217 deaths,en
218 BC,en
218 births,en
218 deaths,en
219 BC,en
219 deaths,en
21st century,en
21st century BC,en
21st century in law,en
22 BC,en
220 BC,en
220 BC births,en
220 deaths,en
220s,en
220s BC,en
220s BC births,en
220s BC deaths,en
220s births,en
220s deaths,en
221 BC,en
221 deaths,en
222 BC,en
222 BC deaths,en
222 deaths,en
223 BC,en
223 BC deaths,en
223 deaths,en
224 deaths,en
225 BC,en
225 BC deaths,en
225 births,en
226 BC,en
226 births,en
226 deaths,en
227 deaths,en
228 BC,en
228 deaths,en
229 BC,en
229 BC births,en
229 BC deaths,en
229 deaths,en
22nd century,en
22nd century BC,en
23 BC,en
23 births,en
23 deaths,en
230 BC,en
230 BC deaths,en
230s,en
230s BC,en
230s BC births,en
230s BC deaths,en
230s births,en
230s deaths,en
231 deaths,en
232 BC,en
232 deaths,en
234 BC,en
234 BC births,en
234 births,en
234 deaths,en
235 BC,en
235 deaths,en
236 BC,en
236 BC births,en
237 BC,en
238 BC,en
238 deaths,en
239 BC,en
239 BC deaths,en
239 deaths,en
23rd century BC,en
24 BC,en
24 deaths,en
24-hour television news channels,en
240 BC,en
240 births,en
240s,en
240s BC,en
240s BC births,en
240s BC deaths,en
240s births,en
240s deaths,en
241 BC,en
241 BC births,en
241 BC deaths,en
241 deaths,en
242 deaths,en
243 BC,en
243 BC births,en
244 deaths,en
245 BC,en
245 births,en
245 deaths,en
246 BC,en
246 BC deaths,en
247 BC,en
247 BC births,en
248 deaths,en
249 BC,en
249 deaths,en
24th century BC,en
25 BC,en
25 deaths,en
250 BC,en
250 births,en
250 deaths,en
250s,en
250s BC,en
250s BC births,en
250s BC deaths,en
250s births,en
250s deaths,en
251 BC,en
251 births,en
251 deaths,en
252 BC,en
252 deaths,en
253 BC,en
253 deaths,en
254 BC,en
255 BC,en
256 BC,en
256 births,en
257 BC,en
257 births,en
258 BC,en
258 deaths,en
259 deaths,en
25th century BC,en
26 BC,en
260 BC,en
260 BC deaths,en
260 births,en
260 deaths,en
260s,en
260s BC,en
260s BC births,en
260s BC deaths,en
260s births,en
260s deaths,en
261 BC,en
262 BC,en
262 BC deaths,en
263 BC,en
263 BC deaths,en
263 deaths,en
264 BC,en
264 deaths,en
265 BC,en
266 BC,en
268 BC,en
268 deaths,en
269 BC,en
26th century BC,en
27 BC,en
27 births,en
270 BC,en
270 BC deaths,en
270 births,en
270 deaths,en
270s,en
270s BC,en
270s BC births,en
270s BC deaths,en
270s births,en
270s deaths,en
271 BC,en
271 births,en
271 deaths,en
272 BC,en
272 BC deaths,en
272 births,en
272 deaths,en
273 BC,en
273 deaths,en
274 BC,en
274 births,en
274 deaths,en
275 BC,en
275 BC deaths,en
275 deaths,en
276 BC,en
276 births,en
276 deaths,en
277 BC,en
277 BC deaths,en
277 births,en
278 BC,en
278 BC deaths,en
278 births,en
278 deaths,en
279 BC,en
279 BC deaths,en
279 births,en
27th century BC,en
28 BC,en
28 births,en
28 deaths,en
280 BC,en
280 BC deaths,en
280 deaths,en
280s,en
280s BC,en
280s BC births,en
280s BC deaths,en
280s births,en
280s deaths,en
281 BC,en
281 BC deaths,en
282 BC,en
282 deaths,en
283 BC,en
283 BC deaths,en
283 births,en
283 deaths,en
283 mm artillery,en
284 BC,en
284 births,en
284 deaths,en
285 BC,en
285 BC deaths,en
285 deaths,en
286 BC,en
286 BC births,en
286 births,en
286 deaths,en
287 BC,en
289 BC,en
289 BC deaths,en
28th century BC,en
29 BC,en
29 deaths,en
290 deaths,en
290s,en
290s BC,en
290s BC deaths,en
290s births,en
290s deaths,en
291 BC,en
291 births,en
291 deaths,en
292 births,en
292 deaths,en
293 BC,en
293 deaths,en
294 BC,en
294 births,en
295 BC,en
295 births,en
296 deaths,en
297 BC,en
297 BC deaths,en
297 births,en
297 deaths,en
298 BC,en
298 deaths,en
299 births,en
29th century BC,en
2channel,en
2nd century,en
2nd century BC,en
2nd millennium,en
2nd millennium BC,en
3 BC,en
3 BC births,en
3 Doors Down albums,en
3 births,en
3-manifolds,en
30 BC,en
30 births,en
30 deaths,en
30 mm artillery,en
300 births,en
300s,en
300s BC,en
300s BC births,en
300s BC deaths,en
300s births,en
300s deaths,en
301 BC,en
301 BC deaths,en
301 deaths,en
302 BC,en
303 BC,en
303 births,en
303 deaths,en
304 BC,en
304 deaths,en
305 BC,en
306 BC,en
306 births,en
306 deaths,en
307 deaths,en
308 BC,en
309 BC,en
309 BC births,en
309 BC deaths,en
309 births,en
309 deaths,en
30s,en
30s BC,en
30s BC births,en
30s BC deaths,en
30s births,en
30s deaths,en
30th century BC,en
31 BC,en
31 deaths,en
310 BC,en
310 BC births,en
310 births,en
310 deaths,en
310s,en
310s BC,en
310s BC births,en
310s BC deaths,en
310s births,en
310s deaths,en
311 BC,en
311 deaths,en
312 BC,en
312 deaths,en
313 BC,en
313 deaths,en
zugelassene Bewertung der Unterhaltungssoftware Selbstkontrolle in Deutschland,de
Gesamtzeit welche die Person im Weltraum verbracht hat (μ),de
AFDB ID,de
Abfluss,de
Abgeordnete,de
Abgeordneter,de
Abkürzung,de
Abspaltung von Partei,de
Absteiger,de
Abtei,de
Abteikirche weihe,de
Abteilung,de
Academy Award,de
Achterbahn,de
Adelsfamilie,de
Adliger,de
Adresse,de
Adresse in Straße,de
Agent,de
Agentur,de
Aktiva ($),de
Aktivität,de
Album,de
Album Länge (s),de
Allianz,de
Alter,de
Altersgruppe,de
Altstadt,de
Alumni,de
Amateurboxer,de
Amateurtitel,de
American Footballspieler,de
American-Football-Liga,de
American-Football-Team,de
American-Football-Trainer,de
Amphibie,de
Amt,de
Amtsarchiv,de
Amtsdauer,de
Amtsinhaber,de
Amtssprache,de
Amtszeit,de
Analogkanal,de
Analphabetismus,de
Anforderung,de
Angenommen Beschluß,de
"Angriff, Anschlag",de
Anmeldung,de
Anmerkung,de
Anmerkungen,de
Anschaffungszeitpunkt,de
Anteil der Zuschauer/Zuhörer,de
Anteil von Alkohol,de
Anwalt,de
Anwaltskanzlei,de
Anzahl,de
Anzahl Betten,de
Anzahl Büros,de
Anzahl Rechtsanwälte,de
Anzahl Sprecher,de
Anzahl der Alben,de
Anzahl der Bahnen,de
Anzahl der Bezirke,de
Anzahl der Bomben,de
Anzahl der Bundesabgeordneten,de
Anzahl der Bögen,de
Anzahl der Clubs,de
Anzahl der Doktoranden,de
Anzahl der Dörfer,de
Anzahl der Eingänge,de
Anzahl der Elemente in der Sammlung,de
Anzahl der Enthaltungen nach der Abstimmung,de
Anzahl der Episoden,de
Anzahl der Fahrstreifen,de
Anzahl der Fahrzeuge,de
Anzahl der Filme,de
Anzahl der Freiwilligen,de
Anzahl der Gemeinden,de
Anzahl der Gleise,de
Anzahl der Goldmedaillen,de
Anzahl der Gräber,de
Anzahl der Inseln,de
Anzahl der Landkreise,de
Anzahl der Linien,de
Anzahl der Mitarbeiter,de
Anzahl der Mitglieder,de
Anzahl der Parkplätze,de
Anzahl der Pfeiler in Wasser,de
Anzahl der Raketen,de
Anzahl der Reaktoren,de
Anzahl der Restaurants,de
Anzahl der Runden,de
Anzahl der Seiten,de
Anzahl der Silbermedaillen,de
Anzahl der Sitze,de
Anzahl der Sitze im Parlament,de
Anzahl der Spieler,de
Anzahl der Sportveranstaltungen,de
Anzahl der Staffeln,de
Anzahl der Standorte,de
Anzahl der Stationen,de
Anzahl der Sterne,de
Anzahl der Stimmen für Kandidaten,de
Anzahl der Stimmen für die Resolution,de
Anzahl der Teams,de
Anzahl der Wettbewerber,de
Anzahl der Zimmer,de
Anzahl der erzielten Tore,de
Anzahl der gewonnenen Bronzemedaillen,de
Anzahl der teilnehmenden Athleten,de
Anzahl der teilnehmenden Nationen,de
Anzahl der teilnehmenden männlichen Athleten,de
Anzahl der vorhandenen Häuser,de
Anzahl der wissenschaftlichen Mitarbeiter,de
Anzahl gebaut,de
Anzahl von Fachleuten,de
Anzahl von Live-Alben,de
Anzahl von Raketenstufen,de
Anzahl von Starts,de
Anzahl von Weinbergen,de
Apoapsisdistanz (km),de
Apoapsisdistanz (μ),de
Arbeit,de
Arbeitgeber,de
Arbeitgeberverbände,de
Arbeitseinheit,de
Arbeitsplätze (m2),de
Archaeen,de
Archipel,de
Architekt,de
Architekturbewegung,de
Architekturbüro,de
Archiv,de
Archäologe,de
Aristokrat,de
Armee,de
Art der Elektrifizierung,de
Art der Gemeinde,de
Art der Lagerung,de
Art von Gestein,de
Arterie,de
Artikle,de
Asteroid,de
Astronaut,de
Athlet,de
Atoll,de
Aufgegangen in Partei,de
Auflösung,de
Aufsichtsperson,de
Aufstand,de
Aufstieg,de
Auftragnehmer,de
Aufzüge,de
Augen,de
Augenfarbe,de
Ausbildung,de
Ausbruch,de
Ausführender Produzent,de
Ausgangsleistung (W),de
Ausgangsleistung (kW),de
Ausrüstung,de
Ausschuss,de
Ausschuss in der Legislative,de
Aussprache,de
Australian Football League,de
Australian Football Team,de
Australian Rules Football-Spieler,de
Auswahl,de
Auswahljahr,de
Auszeichnung,de
Auto Racing League,de
Automobil,de
Automobilmodell,de
Automobilplattform,de
Autonomie,de
Autor des Vorworts,de
B-Seite,de
BAFTA Award,de
Bach,de
Backround-Chor,de
Badmintonspieler,de
Bahnen,de
Bahnhof,de
Bahnneigung,de
Bahnsteige,de
Ballungsgebiet,de
Ballungsraum,de
Band (Anatomie),de
Bandmitglied,de
Bank,de
Baronet,de
Baseball-Liga,de
Baseballmannschaft,de
Baseballsaison,de
Baseballspieler,de
Basketball-Liga,de
Basketballmannschaft,de
Basketballspieler,de
Bauer,de
Baujahr,de
Baum,de
Baumaterial,de
Baumeister,de
Baureihe,de
Bauwerk,de
Bauzeit,de
Beachvolleyballspieler,de
Bearbeitung,de
Bedeutung,de
Befehl,de
Befehlshaber,de
Beginn Weltraumspaziergang,de
Behörde,de
Belastungsgrenze (g),de
Benachrichtigungsdatum,de
Bereich,de
Berg,de
Bergkette,de
Bergpass,de
Beruf,de
Berühmtheit,de
Besatzungen,de
Besatzungsmitglied,de
Besatzungsstärke,de
Beschleunigung (s),de
Beschreibung,de
Beschäftigung,de
Besitzerfirma,de
Besucher pro Jahr,de
Besucher pro Tag,de
Besucherzahl,de
Betreiber,de
Betriebsergebnis ($),de
Betriebssystem,de
Bevölkerung,de
Bevölkerungsdichte (/sqkm),de
Bewegtbilder,de
Bewegung,de
Beziehung,de
Bezirk,de
Bezirkwasserwirtschaftsamt,de
Biathlete,de
Bibliothek,de
Bier,de
Bild,de
Bildbeschreibung,de
Bildformat,de
Bildgröße (px),de
Bildhauer,de
Bildung,de
Bildungseinrichtung,de
Bildungsstätte,de
Bioklima,de
Biologe,de
Biologische Datenbank,de
Biomolekül,de
Block,de
Block des Periodensystems,de
Blume,de
Blutgruppe,de
Bobsportler,de
Bodybuilder,de
Bogenschütze,de
Botschafter,de
Bowling-Liga,de
Box Gewichtsklasse,de
Box-Liga,de
Boxen,de
Boxer,de
Boxer Kategorie,de
Boxstil,de
Brauerei,de
Brauner Zwerg,de
Breite (mm),de
Breite (μ),de
Brettspiel,de
Britisches Königshaus,de
British Comedy Awards,de
Bronzemedaille Doppel,de
Bronzemedaille Einzel,de
Bronzemedaille gemischt,de
Bronzemedaillengewinner,de
Bruttoinlandsprodukt,de
Bruttoinlandsprodukt ($),de
Bruttoinlandsprodukt pro Kopf,de
Brücke,de
Buch,de
Buchstabe,de
Bucht,de
Bundesland,de
Busunternehmen,de
Bärlapp,de
Bösewicht,de
Bühnenbildner,de
Bürgermeister,de
Büro,de
CPU,de
Campus,de
Century Breaks,de
Chartplatzierungen,de
Chefredakteur,de
Choreograph,de
Christliche Lehre,de
Chromosom,de
Clubmanager,de
Co-Produzent,de
Code,de
Code Ehrenliste,de
College,de
College-Trainer,de
Comic,de
Comic Charakter,de
Comicautor,de
Comicstrip,de
Copilot,de
Crew,de
Cricket-Liga,de
Cricketfeld,de
Cricketmannschaft,de
Cricketspieler,de
Curling-Liga,de
Curlingspieler,de
DTM Rennfahrer,de
Damm,de
Dartspieler,de
Datei,de
Dateigröße (B),de
Dateigröße (MB),de
Datenbank,de
Datengerät,de
Datum,de
Datum als die Insel entdeckt wurde,de
Datum der Beerdigung,de
Datum der Erstausgabe,de
Datum der finalen Ausgabe,de
Datum der letzten Aktualisierung,de
Dauer (s),de
Debüt,de
Dekan,de
Dekanat,de
Demografie,de
Denkmal,de
Deplacement (g),de
Dichte (μ3),de
Dichter,de
Dienst,de
Digitalkamera,de
Digitalkanal,de
Diplom,de
Dirigent,de
Disneyfigur,de
Distrikt,de
Disziplin,de
Diözese,de
Doktorand,de
Doktorvater,de
Dokument,de
Dokumentenart,de
Dokumentnummer,de
Doppelbenennung,de
Doppelrangliste,de
Doppeltitel,de
Drahtseilbahn,de
Drama,de
Dramatiker,de
Drehbuchautor,de
Droge,de
Durchmesser (km),de
Durchmesser (mm),de
Durchmesser (μ),de
Durchschnitt,de
Durchschnittsgeschwindigkeit (km/s),de
Durchschnittsgeschwindigkeit (kmh),de
Durchschnittstemperatur (K),de
Dynastie,de
Ehepartner,de
Ehepartner eines Politiker,de
Ehrungen,de
Eigentümer,de
Einführungsdatum,de
Einkaufszentrum,de
Einkommen,de
Einnahmen ($),de
Einwohnerzahl,de
Einzelrangliste,de
Einzeltitel,de
Einzugsgebiet (km2),de
Einzugsgebiet (m2),de
Eisenbahnlinie,de
Eisenbahntunnel,de
Eishockey-Liga,de
Eishockeyspieler,de
Eiskunstläufer,de
Eisschnellläufer,de
Elfmeterschießen,de
Elternteil,de
Embryologie,de
Emmy Award,de
Empfangsgebiet,de
Enddatum,de
Ende Weltraumspaziergang,de
Endpunkt,de
Entdecker,de
Entfernung (km),de
Entfernung (μ),de
Entomologe,de
Entscheidung,de
Entstehungsjahr,de
Entwickler,de
Entwurf,de
Enzym,de
Erbe,de
Erdbeben,de
Ereignis,de
Ereignis im persönlichen Leben,de
Erforscher,de
Ergebnisse eines Sportwettbewerbs,de
Erscheinungsweise,de
Erstbesteigung,de
Erzähler,de
Eröffnungsdatum,de
Eröffnungsfilm,de
Eröffnungsjahr,de
Etat ($),de
Eukaryoten,de
Europameisterschaft,de
Ex-Trainer,de
Existenz,de
Expedition,de
Fabrik,de
Fackelträger,de
Fahnenträger,de
Fahrradinformationen,de
Fahrzeuge pro Tag,de
Fahrzeugmotor,de
Fall,de
Fall Oberster Gerichtshof der Vereinigten,de
Familie,de
Familienmitglied,de
Familienoberhaupt,de
Farbe,de
Farben Hex Code,de
Farben Hex Code des Heimtrikots oder Teile dieses,de
Farbenname,de
Fauna,de
Fechter,de
Feiertag,de
Feind,de
Feld,de
Feldhockey-Liga,de
Fernsehfolge,de
Fernsehmoderator,de
Fernsehpersönlichkeit,de
Fernsehsender,de
Fernsehsendung,de
Fernsehserie,de
Fernsehstaffel,de
Fertigstellungstermin,de
Festtag,de
Fettgehalt,de
Film,de
Filmfestival,de
Filmgenre,de
Filmlaufzeit (s),de
Filmregisseur,de
Finale verloren,de
Firma,de
Fisch,de
Fitnessgerät,de
Flagge,de
Flora,de
Flugabwehrkanone,de
Fluggesellschaft,de
Flughafen,de
Flugstunden (s),de
Flugzeug,de
Flugzeugangriff,de
Flugzeugnutzer,de
Flugzeugtyp,de
Fluss,de
Flussmündung,de
Fläche (km2),de
Fläche (m2),de
Flügelfläche (m2),de
Folge,de
Football Liga Saison,de
Format,de
Formel,de
Formel-1 Rennen,de
Formel-1 Rennfahrer,de
Formel-1 Team,de
Forschungsprojekt,de
Fotograf,de
Fraktion,de
Frequenz (Hz),de
Freund,de
Friedhof,de
Funktion einer Person,de
Fußball Liga,de
Fußball-Liga Saison,de
Fußballmanager,de
Fußballspiel,de
Fußballspieler,de
Fußballturnier,de
Fußballverein,de
Fußballverein Saison,de
Fähigkeiten,de
Fördersystem,de
Förderung,de
Führer,de
Führung,de
Galaxie,de
Galerieelement,de
Garnison,de
Garten,de
Gast,de
Gastgeber,de
Gattung,de
Gebiet,de
Gebirge,de
Geburt,de
Geburtsdatum,de
Geburtsjahr,de
Geburtsname,de
Geburtsort,de
Gebäude,de
Gebühren ($),de
Gedicht,de
Gefolge,de
Gegend,de
Gegner,de
Gehalt ($),de
Gehirn,de
